Gene_Set	Direction	Enrichment	n	b	N	B	p.value	Driver_Genes	adj.p.val
TNF signaling pathway	UP	1.93169169868436	2863	33	15083	33	0.00118522149655309	ICAM1,CCL5,PIK3CD,TNFRSF1A,PTGS2,GM5431,CSF1,CCL12,VCAM1,IFI47,CASP8,BIRC3,RPS6KA4,FAS,RIPK1,CEBPB,RELA,SOCS3,MAP3K14,NFKB1,BCL3,MAPK12,AKT1,NOD2,MAPK13,MMP9,IL15,MAPK3,CX3CL1,TRAF2,TRADD,CREB3L4,CASP7,MAP3K8,MLKL,TRAF5,TAB2,CREB5,CASP3,JUNB,CFLAR,ATF2,MAP2K7,CREB3L3,TNFAIP3,MAPK11,TAB1,IKBKG,FOS,RPS6KA5,MAP2K3,FADD,MMP14,PIK3CA,NFKBIA,MAPK14,CREB3L2,MAP3K7,BAG4,MAP3K5,EDN1,AKT2,DAB2IP,CREB3,CHUK,ITCH,TAB3,ATF4,CREB1,PIK3R3,MAPK8,DNM1L,MAPK9,CREB3L1,MAP2K6,JUN,MAPK10,PIK3R2,MAPK1,ATF6B,TRAF3,PIK3R1,PIK3CB,PGAM5,BIRC2,MAP2K1,IKBKB,AKT3,TRAF1,MAP2K4	0.00931542509571551
Rap1 signaling pathway	UP	2.28725759588497	921	25	15083	25	0.00198805280957737	ITGB2,FYB,ITGAM,ITGAL,CSF1R,LCP2,APBB1IP,PIK3CD,PLCB2,RAC2,CSF1,F2R,ADCY7,FLT1,GNAI2,RASSF5,MET,ADCY4,FGF2,PARD3,TLN1,RASGRP3,RAPGEF6,PRKCZ,DOCK4,RHOA,ACTB,RRAS,ID1,ITGA2B,RAPGEF3,PARD6G,PLCG1,IGF1,CNR1,PDGFD,INSR,MAPK12,AKT1,PRKD2,MAPK13,FGFR1,EFNA1,VASP,MAPK3,FGF5,ADCY9,ARAP3,MAGI3,KIT,PARD6A,KRIT1,CDC42,PDGFB,IGF1R,RALGDS,PLCE1,FLT4,FGF1,ADCY3,RAC1,FGF14,EGF,PGF,FGF22,HGF,PFN4,RAF1,GNAI1,PFN1,RAC3,MAPK11,RAPGEF2,ADORA2A,MAP2K2,PRKD3,PRKCA,FGFR4,CRK,EPHA2,PARD6B,BRAF,VEGFB,PDGFRB,ADORA2B,FGF7,MAP2K3,NGFR,ITGB3,GNAS,PRKD1,ITGB1,EFNA5,RAP1B,NRAS,LPAR1,EFNA3,FGF23,PIK3CA,KRAS,SIPA1L2,CRKL,MAPK14,SIPA1,ANGPT2,CTNND1,GNAI3,LPAR4,ACTG1,MRAS,AKT2,PLCB4,TEK,RASGRP2,FGF18,RAP1A,PRKCB,FGFR2,ANGPT1,RALB,FARP2,THBS1,SRC,GRIN1,KDR,CALML4,FGF10,LPAR2,PIK3R3,TIAM1,GRIN2B,FGF12,MAGI2,ADCY8,PRKCI,VEGFC,MAP2K6,SIPA1L1,CALM3,EFNA2,PIK3R2,MAPK1,RAPGEF1,CTNNB1,PDGFA,RAP1GAP,GNAO1,PFN2,PIK3R1,RALA,GRIN2A,PIK3CB,DRD2,GNAQ,ADCY6,MAP2K1,CDH1,PDGFRA,AKT3,CALM1,PDGFC,SIPA1L3,FGF11,MAGI1,FGF9,ADCY5,RAPGEF5,VEGFA,FGF13,TLN2,FGFR3,BCAR1,PLCB3,ADCY2,P2RY1,ADCY1,RAPGEF4,EGFR,CALM2	0.0153559941153562
Gap junction	DOWN	3.52187110834371	704	12	15083	12	0.00218960156508241	EGFR,ADCY1,ITPR1,ADCY2,TUBB2B,PLCB3,TUBA4A,PRKG1,GRM1,TUBB2A,ADCY5,TUBA8,PDGFC,PDGFRA,MAP2K1,ADCY6,GNAQ,DRD2,TUBA1A,TUBB3,GRM5,PDGFA,MAPK1,PRKACB,HTR2C,MAP2K5,ADCY8,TUBB5,GUCY1B3,GRB2,SRC,PRKCB,GUCY1A2,TUBA1B,GJD2,PLCB4,GNAI3,GJA1,TUBA1C,KRAS,LPAR1,NRAS,SOS1,GNA11,CSNK1D,GNAS,PDGFRB,PRKCA,MAP2K2,GNAI1,RAF1,GUCY1A3,SOS2,PRKACA,EGF,ADCY3,MAP3K2,ADRB1,ITPR2,PDGFB,TUBB1,HTR2A,ADCY9,TUBB6,TJP1,MAPK3,MAPK7,PDGFD,ADCY4,GNAI2,ADCY7,PLCB2,ITPR3	0.0166261271382529
Axon guidance	DOWN	1.62455697540197	2929	53	15083	53	0.00244960499330316	ROBO2,EPHA7,EPHA5,PTCH1,PAK6,SHH,CAMK2A,EPHA4,FYN,EFNB2,SLIT2,PTK2,PPP3CB,SEMA6A,PLXNA1,ENAH,SRGAP3,PPP3CA,SEMA7A,SRGAP1,TRPC3,CAMK2B,NFATC2,PLXNA4,SEMA6B,BMP7,EPHA6,EPHB3,PAK1,PLXNB1,SEMA4C,SEMA3G,PIK3CB,PAK3,PIK3R1,GSK3B,SEMA3F,TRPC6,EPHB1,EPHB6,PPP3R1,WNT5A,CDK5,SEMA4G,CFL1,MAPK1,PIK3R2,SEMA3B,RGS3,EFNA2,ARHGEF12,PLXNB3,NCK1,DPYSL5,SRGAP2,SEMA3D,SEMA5B,SEMA4A,NTNG2,NTNG1,PIK3R3,PTPN11,LRRC4,WNT5B,SRC,SSH2,PPP3R2,LRRC4C,EPHB2,SEMA3E,SSH1,SLIT3,SMO,LIMK1,GDF7,EPHB4,GNAI3,SEMA4B,RND1,BMPR2,LIMK2,ROCK2,PLXNB2,ROBO3,NTN3,KRAS,PIK3CA,TRPC4,ABL1,EFNA3,NRAS,ABLIM2,EFNA5,ITGB1,FZD3,WNT4,DCC,CAMK2D,RASA1,PLXNA2,PARD6B,EPHA2,PRKCA,NCK2,PAK4,DPYSL2,NTN1,NFATC4,RAC3,ABLIM3,EFNB1,UNC5B,ROBO1,BMPR1B,TRPC1,GNAI1,RAF1,L1CAM,CFL2,PAK7,RAC1,PPP3CC,ILK,UNC5A,EPHA3,UNC5C,NTN4,CXCR4,PLXNA3,SEMA3A,EPHA8,ROCK1,RHOD,CDC42,PARD6A,SEMA6C,SEMA4F,EFNB3,EPHA1,RYK,ABLIM1,MAPK3,EFNA1,SEMA4D,SSH3,BOC,TRPC5,PAK2,SEMA3C,PLCG1,NFATC3,PARD6G,PDK1,NRP1,SEMA6D,RRAS,RHOA,PRKCZ,PARD3,MET,GNAI2,PLXNC1,FES,PLCG2,RAC2,SEMA5A,PIK3CD,CXCL12	0.0182903839499969
Bile secretion	DOWN	2.90784653942549	1482	14	15083	14	0.00266427302781957	ATP1B1,ADCY1,ADCY2,SLC4A2,SLC5A1,HMGCR,ATP1A2,ADCY5,CFTR,ATP1A3,ADCY6,LDLR,SLC9A3,KCNN2,PRKACB,ADCY8,AQP9,ATP1B2,NCEH1,ATP1A1,SLC4A5,BAAT,AQP1,CAR2,ATP1B3,ABCG2,NR0B2,SLCO1A5,SLC27A5,SLCO1A4,SLC22A8,GNAS,PRKACA,ADCY3,EPHX1,ABCB1A,SLC2A1,ABCC4,SLC9A1,SCARB1,ABCB4,ADCY9,ABCB1B,RXRA,SLC4A4,ADCY4,AQP4,ADCY7,ABCC3	0.0195671199420191
Phospholipase D signaling pathway	DOWN	1.97318158032444	1911	30	15083	30	0.00312482549259863	SHC3,DGKD,EGFR,RAPGEF4,ADCY1,GRM7,ADCY2,PLCB3,FYN,GRM4,GRM1,DGKZ,ADCY5,PDGFC,DGKH,MTOR,AKT3,PDGFRA,DNM1,SHC2,MAP2K1,ADCY6,CYTH3,PIK3CB,RALA,PIK3R1,SPHK1,DGKG,GRM5,DGKK,SHC4,PDGFA,MAPK1,PIK3R2,DGKB,GRM3,GAB1,PIP5K1C,CYTH2,DGKI,ADCY8,PIK3R3,PTPN11,LPAR2,GRB2,ARF6,RHEB,RALB,PLCB4,RRAS2,AGPAT1,AKT2,MRAS,LPAR4,AGPAT3,AGPAT4,DGKE,PLD1,ARF1,PIK3R6,KRAS,PIK3CA,LPAR1,NRAS,CYTH1,AGPAT5,SOS1,GNAS,SHC1,PDGFRB,SPHK2,GAB2,PRKCA,MAP2K2,DGKA,RAF1,SOS2,PIP5K1A,GNA13,EGF,PTGFR,GRM8,AGPAT2,ADCY3,GRM2,GNA12,RALGDS,TSC2,PIP5K1B,PDGFB,DGKQ,PLA2G4B,KIT,ADCY9,MAPK3,PLA2G4A,AKT1,DNM3,INSR,PDGFD,LPAR6,PLCG1,RAPGEF3,PLD2,RRAS,PLA2G4E,RHOA,PLA2G4C,ADCY4,DNM2,PTK2B,PLCG2,PIK3CG,ADCY7,F2R,CYTH4,PIK3R5,PLCB2,PIK3CD,FCER1G	0.0225793842045836
Citrate cycle (TCA cycle)	DOWN	2.08411889335831	4492	18	15083	18	0.00357039535610304	SUCLA2,ACO1,DLST,IDH1,PDHB,DLAT,OGDH,IDH3A,MDH2,PDHA1,DLD,IDH3B,MDH1,ACO2,SUCLG1,FH1,PCX,SDHD,SDHA,CS,SDHC,IDH3G,ACLY,PCK2,SUCLG2,CSL,SDHB,IDH2,OGDHL	0.0253894780878438
IL-17 signaling pathway	UP	2.10327954058542	2674	22	15083	22	0.00418988771206774	LCN2,PTGS2,CCL12,IL17RE,CXCL5,CASP8,CEBPB,FOSL1,IL17RA,RELA,NFKB1,USP25,MAPK12,MAPK4,TRAF6,MAPK13,MMP9,MAPK7,MAPK3,IL17RC,TRAF2,TRADD,ELAVL1,SRSF1,IL17D,TRAF5,TAB2,ANAPC5,CASP3,TNFAIP3,IKBKE,MAPK11,TBK1,IKBKG,FOS,FADD,TRAF3IP2,JUND,MAPK15,FOSB,NFKBIA,MAPK14,MAP3K7,IL17RB,CHUK,TAB3,MAPK8,MAPK9,JUN,MAPK10,MAPK1,TRAF3,GSK3B,HSP90AA1,TRAF4,IKBKB,MAPK6,HSP90B1,HSP90AB1	0.0293292139844742
RIG-I-like receptor signaling pathway	UP	2.25624532535527	2674	18	15083	18	0.0048572195224923	IFIH1,IRF7,TRIM25,DHX58,TMEM173,CASP8,ISG15,RNF125,RIPK1,RELA,NFKB1,MAPK12,MAVS,TRAF6,CYLD,MAPK13,TRAF2,TRADD,IKBKE,MAPK11,TBK1,IRF3,IKBKG,FADD,NLRX1,NFKBIB,TANK,NFKBIA,MAPK14,MAP3K7,AZI2,OTUD5,TBKBP1,MAP3K1,ATG5,CHUK,MAPK8,MAPK9,PIN1,ATG12,SIKE1,MAPK10,DDX3X,TRAF3,IKBKB	0.0334774514781008
Other glycan degradation	UP	18.0851318944844	139	3	15083	3	0.00506398333155189	HEXB,HEXA,MAN2B1,MAN2B2,MAN2C1,FUCA1,MANBA,GLB1,NEU1,HEXDC,GBA,FUCA2,NEU3,ENGASE,AGA,NEU4,NEU2,GBA2	0.0340001367642077
Ovarian steroidogenesis	UP	2.32001538165737	2972	16	15083	16	0.00514770144573684	PTGS2,CYP1B1,ADCY7,ADCY4,PLA2G4C,PLA2G4E,CYP11A1,IGF1,CYP2J12,INSR,PLA2G4A,LHCGR,ADCY9,SCARB1,HSD17B1,PLA2G4B,IGF1R,ACOT2,STAR,ADCY3,PRKACA,HSD17B7,GNAS,CYP2J6,ALOX5,CYP2J9,GDF9,ADCY8,PRKACB,BMP6,LDLR,ADCY6,ADCY5,ADCY2,ADCY1	0.0340001367642077
Hippo signaling pathway	DOWN	1.49358560662713	4371	58	15083	58	0.00520856714978923	YWHAH,WWC1,PPP2CB,APC2,YWHAG,AMOT,YWHAE,WNT7A,CCND1,NF2,CTNNA2,FZD2,TEAD2,CDH1,DLG2,BMP5,BMP4,BIRC2,BMP7,APC,CTNNA3,GSK3B,YWHAB,WNT5A,DLG3,PPP2R1B,CTNNB1,LLGL2,PPP2CA,SCRIB,TEAD4,PPP2R2B,BMP6,TRP53BP2,FBXW11,ID2,DLG4,CRB2,BMP2,FZD1,BMPR1A,PRKCI,WNT9A,PPP1CB,WNT6,AXIN2,CRB1,AXIN1,LIMD1,LLGL1,YWHAZ,DVL3,CTGF,FZD4,WNT5B,CSNK1E,TCF7L1,CCND2,TEAD3,CCND3,FZD6,YWHAQ,TGFB2,ACTG1,FZD8,FRMD6,GDF7,PPP2R2D,SMAD1,WNT2B,WTIP,WNT7B,FZD7,BTRC,BMPR2,BBC3,AFP,SMAD3,WNT11,FZD3,PPP1CA,WNT4,CSNK1D,DVL1,WNT16,SOX2,GLI2,LATS2,PARD6B,PPP2R2A,FZD10,TGFB3,YAP1,AMH,RASSF6,SMAD7,BMPR1B,DVL2,MYC,CTNNA1,SMAD2,SAV1,TEAD1,WNT3,FGF1,PPP1CC,STK3,FZD5,FZD9,SNAI2,RASSF1,DLG1,PPP2R1A,PARD6A,MPP5,LATS1,WWTR1,TCF7,NKD1,WNT9B,PARD6G,SERPINE1,ID1,TRP73,SMAD4,ACTB,LEF1,BMP8A,PRKCZ,PARD3,TGFBR1,TGFBR2,TGFB1,ITGB2	0.0340001367642077
ErbB signaling pathway	DOWN	1.85565256495104	3022	29	15083	29	0.00523662820698734	SHC3,EGFR,PAK6,CAMK2A,ERBB4,MAP2K4,PTK2,HBEGF,NRG3,MTOR,AKT3,SHC2,MAP2K1,CAMK2B,NRG2,PAK1,PIK3CB,PAK3,PIK3R1,GSK3B,ARAF,SHC4,BAD,MAPK1,PIK3R2,MAPK10,NCK1,GAB1,JUN,MAPK9,MAPK8,PIK3R3,GRB2,SRC,CDKN1A,PRKCB,AKT2,CRKL,KRAS,PIK3CA,ABL1,NRAS,SOS1,CAMK2D,CBL,SHC1,NRG1,ERBB2,BRAF,CRK,NRG4,PRKCA,NCK2,PAK4,MAP2K2,ELK1,RAF1,MAP2K7,MYC,SOS2,EIF4EBP1,EGF,PAK7,BTC,ERBB3,RPS6KB1,CDKN1B,MAPK3,AKT1,PAK2,RPS6KB2,STAT5A,STAT5B,PLCG1,CBLB,PLCG2,TGFA,PIK3CD	0.0340001367642077
Fc gamma R-mediated phagocytosis	UP	3.69003058103976	545	10	15083	10	0.00539679863747466	DOCK2,NCF1,VAV1,PIK3CD,RAC2,FCGR1,HCK,PLCG2,PRKCD,DNM2,ARPC1B,ASAP3,PLA2G4E,PLD2,PLCG1,RPS6KB2,WASF2,AKT1,PLA2G4A,VASP,ARPC3,MAPK3,CDC42,PIP5K1B,RPS6KB1,ASAP1,ARPC1A,RAC1,CFL2,PLA2G6,LYN,PIP5K1A,ASAP2,RAF1,WASL,PRKCA,CRK,ARPC4,GAB2,SPHK2,WASF1,ARPC5,VAV2,PIK3CA,CRKL,SCIN,LIMK2,PLD1,ARPC2,BIN1,AKT2,LIMK1,PRKCE,PRKCB,AMPH,ARF6,PIK3R3,VAV3,PIP5K1C,PIK3R2,MAPK1,CFL1,INPPL1,ARPC5L,GSN,SPHK1,PIK3R1,PIK3CB,PAK1,MARCKSL1,MAP2K1,AKT3,MARCKS,WASF3,MYO10	0.0345395112798378
