Gene_Set	Direction	Enrichment	n	b	N	B	p.value	Driver_Genes	adj.p.val
Ascorbate and aldarate metabolism	DOWN	45.5106382978723	47	3	16399	3	0.00046494779769013	UGT2B38,UGT2B37,UGT2B35,UGT2B36,UGT2A3,UGT2B1,UGT1A9,UGT1A6A,UGT2B5,UGT1A6B,UGT1A2,UGT1A1,GULO,ALDH7A1,ALDH3A2,UGT1A5,UGT2B34,ALDH2,UGDH,ALDH1B1,UGT1A7C,RGN,ALDH9A1	0.00413894706179057
IL-17 signaling pathway	UP	2.4447562872699	2204	23	16399	23	0.000478601304385706	CCL12,CXCL10,S100A9,MMP3,IL1B,LCN2,TNF,PTGS2,CCL7,CCL2,CXCL5,IL17RA,TNFAIP3,MAPK12,IL17RC,MUC5B,TRAF5,MAPK3,CASP8,IL17RE,RELA,CXCL1,IL17D,MAPK4,FADD,TRAF2,IKBKE,MAPK13,TRAF6,CEBPB,MAPK11,MAPK7,MAPK15,MMP9,TAB2,USP25,CASP3,TRADD,JUND,TAB3,TRAF3,FOSB,TRAF3IP2,FOSL1,ANAPC5,JUN,MMP13,FOS,TBK1,CCL11,MAPK14,ELAVL1,IL17RB,NFKB1,NFKBIA,MAPK10,SRSF1,IKBKB,MAPK9,HSP90AA1,IKBKG,GSK3B,MAPK8,MAP3K7,HSP90B1,HSP90AB1,MAPK1,CHUK,TRAF4,MAPK6	0.00417855754213674
PI3K-Akt signaling pathway	UP	1.47916226869888	3569	94	16399	94	0.000574744698565777	TLR2,VWF,OSMR,ITGB5,CSF3R,CSF1R,PIK3R5,PIK3AP1,FLT1,PIK3CD,COMP,JAK3,GNGT2,IL2RG,CSF1,TNXB,PIK3CG,SPP1,PKN3,THBS4,IL7R,IFNAR2,FGFR4,ITGA9,THBS1,COL6A3,IL2RB,FGF2,ITGA2,ITGA4,JAK1,NGFR,PDGFD,COL6A6,ITGA2B,ITGB7,IL4RA,PDGFRB,JAK2,CREB3L2,PRKCA,THBS3,MAPK3,CCND3,HGF,SGK3,GNG7,MCL1,IL7,RELA,COL4A6,LPAR6,FLT4,ITGB3,ANGPT2,TLR4,GNB5,FGFR1,GNB3,EIF4EBP1,IL3RA,CCND1,PDGFB,EFNA1,NOS3,FN1,COL4A1,COL4A5,FGF14,LAMA1,BCL2,LAMA2,COL6A4,ITGB4,VTN,GNG5,RPS6,RELN,CREB5,MET,G6PC3,PKN1,F2R,AKT1,COL1A1,CASP9,ITGAV,LPAR1,SGK1,TNN,ITGA6,FGF16,MYC,IGF1R,RPS6KB2,RAC1,GNG4,TSC1,FGF22,ITGA5,BCL2L11,IGF1,IL6RA,GNG10,CRTC2,NGF,EGF,PDGFA,LAMA4,PPP2R5A,TRP53,NRAS,EFNA3,FGF5,SOS2,FGFR3,PPP2R1A,PRKAA1,NR4A1,KLK1B4,PPP2R2C,GNB2,INSR,LAMA5,LAMC3,COL9A1,ATF4,LAMC2,EIF4B,COL6A5,CDKN1A,COL4A2,COL2A1,MLST8,LAMA3,TSC2,LAMB3,PCK2,PHLPP1,CREB3L4,DDIT4,GNGT1,CREB3L1,FOXO3,MTOR,ITGA11,EPOR,THBS2,ITGA8,ATF2,COL6A1,AKT3,PCK1,VEGFB,RBL2,PIK3R6,EFNA4,GNG11,TEK,PPP2R2A,COL4A4,KIT,GRB2,EFNA5,PDGFC,CD19,PIK3R2,KDR,PPP2R1B,MAP2K1,COL1A2,PPP2R3C,PHLPP2,CCNE1,IL2RA,FGF23,PDGFRA,RXRA,FGF7,LPAR2,PRLR,CDK4,LPAR3,LAMC1,COL6A2,PPP2R2B,CDK6,YWHAB,GHR,CREB1,PPP2R5C,ANGPT1,COL9A2,PPP2R3D,ITGA1,MTCP1,ATF6B,FGF10,AKT2,GNB1,NFKB1,RPTOR,EPHA2,CHRM1,PPP2R5D,CREB3,PTK2,MAP2K2,COL4A3,PTEN,SGK2,GYS2,CDK2,PGF,GYS1,BCL2L1,FGF9,BRCA1,PIK3R3,PPP2CA,PIK3CA,FGFR2,FGF12,VEGFA,FGF18,RHEB,RPS6KB1,ITGB8,YWHAZ,IKBKB,GNB4,PPP2R5B,PPP2R2D,CCND2,HSP90AA1,GNG12,RAF1,IFNAR1,IKBKG,YWHAQ,PPP2CB,BAD,SOS1,CDC37,CHRM2,LPAR4,GSK3B,KRAS,MYB,CREB3L3,CCNE2,STK11,HSP90B1,PPP2R5E,PKN2,GNG2,YWHAG,CDKN1B,VEGFC,FGF11,TNR,EIF4E2,PIK3CB,HSP90AB1,LAMB1,GNG3,ITGA3,EGFR,ITGA7,IRS1,G6PC,MAPK1,ITGB1,YWHAH,PDPK1,MDM2,PPP2R3A,EIF4E,PRKAA2,LAMB2,FGF13,EFNA2,ITGB6,FGF1,CHUK,KITL,GNG13,COL9A3,YWHAE,ITGA10,PIK3R1,THEM4	0.00492328477639364
Glyoxylate and dicarboxylate metabolism	DOWN	2.58008181246067	3632	16	16399	16	0.000810443112315484	ACAT1,PGP,PCCB,ACO1,SHMT2,DLD,CS,AMT,MDH1,PCCA,GLDC,MUT,ACAT2,HOGA1,ACO2,GLUL,MCEE,MDH2,GLYCTK,CAT,HAO1,SHMT1,HYI,CSL,GCSH,AFMID,GRHPR,AGXT	0.00681372542576351
Adherens junction	UP	2.38933739527799	2323	22	16399	22	0.000903197273527723	PTPN6,TGFBR2,RAC2,IQGAP1,ACTB,PTPN1,WAS,PTPRJ,ACTG1,LEF1,WASF2,SNAI1,MAPK3,VCL,PTPRB,TCF7,SMAD3,TGFBR1,ACTN4,SORBS1,FGFR1,EP300,ACTN1,MET,LMO7,RHOA,IGF1R,RAC1,SMAD4,ERBB2,TJP1,CSNK2B,SSX2IP,SNAI2,INSR,PARD3,CTNNA1,CDC42,TCF7L1,RAC3,BAIAP2,WASF1,SRC,CREBBP,WASL,CSNK2A2,FARP2,SMAD2,ACP1,CTNND1,WASF3,CTNNA3,FYN,TCF7L2,PTPRF,MAP3K7,CDH1,PTPRM,EGFR,MAPK1,CTNNA2,NLK,CSNK2A1,CTNNB1,YES1	0.00745083266161168
Lysine degradation	DOWN	4.01149706457926	1022	11	16399	11	0.000919045438436683	EHMT1,HADHA,ACAT1,DLST,DOT1L,WHSC1L1,OGDH,EZH2,HADH,WHSC1,AADAT,SETD1A,GCDH,SETD2,PIPOX,PLOD1,ACAT2,SUV39H1,PRDM2,BBOX1,NSD1,PLOD3,SETDB1,SETD7,PRDM6,ECHS1,SUV39H2,SETD3,ALDH7A1,ALDH3A2,EHHADH,EHMT2,SETDB2,SETMAR,PRDM9,PLOD2,ASH1L,ALDH2,AASS,TMLHE,ALDH1B1,OGDHL,ALDH9A1,EZH1	0.00745083266161168
Retinol metabolism	DOWN	19.3841607565012	47	4	16399	4	0.000959777386567495	UGT2B38,UGT2B37,CYP1A1,UGT2B35,RETSAT,RDH10,UGT2B36,CYP4A31,LRAT,DHRS4,CYP3A44,UGT2A3,CYP2C40,CYP4A12A,HSD17B6,CYP3A16,CYP2S1,RDH9,CYP4A32,UGT2B1,CYP2C70,CYP2C54,UGT1A9,ADH7,UGT1A6A,AOX1,AWAT2,CYP2A12,UGT2B5,UGT1A6B,CYP2C50,CYP2C29,DGAT1,CYP3A41A,CYP2C68,UGT1A2,UGT1A1,CYP2C37,CYP2C38,AOX4,CYP2C39,CYP3A11,RDH11,CYP2C44,RDH5,CYP3A25,CYP4A10,ALDH1A2,CYP26B1,AOX3,RPE65,CYP4A12B,CYP4A14,ADH5,CYP26A1,RDH16,UGT1A5,UGT2B34,ADH4,DHRS3,ALDH1A1,RDH12,CYP1A2,ADH1,CYP2A4,DHRS9,UGT1A7C,CYP2C55,ALDH1A7,CYP2A5,CYP3A13,CYP2B10	0.00764454269301128
Pentose and glucuronate interconversions	DOWN	36.0946441672781	47	3	16399	3	0.000990605260735911	UGT2B38,UGT2B37,UGT2B35,UGT2B36,UGT2A3,AKR1B7,UGT2B1,UGT1A9,UGT1A6A,UGT2B5,KL,UGT1A6B,UGP2,RPE,UGT1A2,UGT1A1,ISPD,UGT1A5,UGT2B34,DHDH,SORD,UGDH,AKR1B10,CRYL1,DCXR,UGT1A7C,XYLB,AKR1B8,GUSB	0.00775404807541558
Pyruvate metabolism	DOWN	6.02904411764706	544	7	16399	7	0.00171455477099569	ACOT12,PDHA1,PDHB,ACAT1,DLAT,ACYP2,GLO1,DLD,ACSS1,MDH1,PCX,ACAT2,ME1,MDH2,FH1,PKLR,ME2,ACACA,ALDH7A1,HAGH,LDHB,ACYP1,PCK1,ALDH3A2,PCK2,LDHD,LDHAL6B,ALDH2,LDHA,ACACB,ACSS2,ME3,ALDH1B1,GRHPR,ALDH9A1	0.0131933536615601
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	DOWN	2.38036946361006	4493	15	16399	15	0.00185890041776937	HS2ST1,HS6ST3,EXT1,GLCE,EXTL3,HS6ST2,HS6ST1,HS3ST5,HS3ST2,B3GALT6,HS3ST1,EXTL1,NDST3,B3GAT3,HS3ST3A1,XYLT2,XYLT1,HS3ST3B1,B4GALT7,NDST1,EXT2,NDST2,EXTL2	0.0140656798277882
Peroxisome	DOWN	1.55318595840722	6203	47	16399	47	0.00201531778061648	ABCD3,IDH1,SOD2,ACSL1,HSD17B4,SCP2,PEX7,DHRS4,NUDT7,HMGCL,PEX1,ACAA1A,MLYCD,BAAT,ECH1,CROT,SLC25A17,ACOX2,MPV17,PEX19,PXMP4,PEX13,PRDX5,FAR2,GNPAT,EPHX2,PIPOX,ECI2,PHYH,PEX11A,PEX6,AMACR,MPV17L,PXMP2,PRDX1,ACAA1B,CRAT,ACSL4,PEX26,PEX5,NUDT12,PEX3,ABCD4,DECR2,CAT,DAO,PEX5L,ACOX3,AGPS,MVK,SOD1,PEX12,HAO1,HMGCLL1,SLC27A2,HACL1,MPV17L2,PEX14,NUDT19,PEX16,PECR,ACOT8,FAR1,EHHADH,PEX10,ACOX1,ACSL5,GSTK1,ACSL6,ACSL3,PMVK,PEX11B,AGXT,ABCD1,ABCD2,NOS2,IDH2,DDO,PAOX,XDH	0.0149992503672112
TGF-beta signaling pathway	UP	1.7682442174272	4271	35	16399	35	0.0022649730742107	TGFBR2,TNF,TGFB1,THBS1,SMAD6,DCN,ID3,SP1,TGIF1,SMAD7,MAPK3,ID1,SMAD3,TGFBR1,EP300,NBL1,CHRD,ID2,ACVR1,INHBB,BMPR2,BMPR1B,TGFB2,CDKN2B,RHOA,TGFB3,MYC,RBL1,RPS6KB2,ID4,SMAD9,ACVR1C,SMAD4,E2F4,ZFYVE16,SMAD1,PPP2R1A,AMHR2,BAMBI,AMH,ZFYVE9,RBX1,ACVR1B,PPP2R1B,INHBC,FST,BMP2,NOG,LEFTY1,CREBBP,GDF7,GDF6,INHBE,TGIF2,SMAD2,TFDP1,PPP2CA,SMURF2,ROCK1,BMPR1A,RPS6KB1,INHBA,E2F5,ACVR2B,SMURF1,PPP2CB,SKP1A,SMAD5,CUL1,LTBP1,BMP6,ACVR2A,BMP7,MAPK1,BMP5,BMP4	0.0165854479950267
Histidine metabolism	UP	1.78674027129601	7867	18	16399	18	0.00385470337676219	ALDH9A1,MAOB,ALDH3A1,HAL,ASPA,ALDH1B1,UROC1,CNDP2,ALDH2,ALDH3B1,HDC,CNDP1,HNMT,ALDH1A3,CARNS1,ALDH3A2,MAOA,ALDH7A1,AMDHD1,FTCD,DDC	0.0277783386198418
Ras signaling pathway	UP	1.39693054065401	5083	84	16399	84	0.0040658496732634	RAC2,CSF1R,PLCG2,RASAL3,FLT1,PIK3CD,GNGT2,CSF1,PLA2G4A,FGFR4,PLA1A,ETS1,FGF2,LAT,RASSF5,RASA3,RRAS,RASGRF1,RASA4,NGFR,PDGFD,PDGFRB,PLA2G3,RIN1,PRKCB,EXOC2,RASGRP3,PLA2G4E,PRKCA,MAPK3,PLD2,HGF,GNG7,PAK2,RELA,FLT4,ANGPT2,ZAP70,PLA2G2D,RALBP1,GNB5,FGFR1,GNB3,RAB5C,PLA2G4C,PDGFB,EFNA1,FGF14,RASGRP1,RGL1,GNG5,NF1,GAB2,TIAM1,MET,AKT1,RHOA,ABL2,FGF16,IGF1R,PLCE1,PLCG1,KSR1,RALGDS,REL,PLA2G4B,RAC1,GNG4,FGF22,RAP1B,IGF1,GNG10,NGF,EGF,PDGFA,PRKACA,NRAS,RAB5B,EFNA3,FGF5,SOS2,FGFR3,PAK1,KLK1B4,KSR2,GNB2,INSR,PLA2G16,CALM3,PAK7,RGL2,GRIN2B,PLA2G5,PLD1,RASSF1,GNGT1,RAPGEF5,GRIN1,RASGRP4,RASA2,ETS2,PLA2G6,RALB,AKT3,ABL1,VEGFB,TBK1,CDC42,EFNA4,GNG11,TEK,RAC3,KIT,GRB2,EFNA5,PDGFC,PLA2G12A,PIK3R2,KDR,MAP2K1,FGF23,PDGFRA,FGF7,RASGRP2,RRAS2,RAP1A,GAB1,ANGPT1,PTPN11,STK4,GRIN2A,FGF10,AKT2,GNB1,RASA1,NFKB1,BRAP,SHC2,EPHA2,MRAS,MAP2K2,MAPK10,CALM1,ARF6,CALML4,PGF,CALM2,BCL2L1,FGF9,PIK3R3,PIK3CA,FGFR2,FGF12,VEGFA,FGF18,SHC4,ELK1,IKBKB,GNB4,MAPK9,PAK4,GNG12,RAF1,IKBKG,BAD,SOS1,PLA2G12B,SHOC2,KRAS,PRKACB,SHC1,MAPK8,RASAL1,GNG2,VEGFC,FGF11,PAK3,PIK3CB,GNG3,EGFR,MAPK1,SHC3,RASAL2,RAB5A,FOXO4,HTR7,FGF13,EFNA2,RALA,FGF1,CHUK,KITL,GNG13,PIK3R1	0.0288421211197122
Amino sugar and nucleotide sugar metabolism	UP	1.80533079284429	5025	26	16399	26	0.00501820683079457	HEXB,HEXA,HK3,RENBP,UAP1L1,CYB5R1,GALT,CYB5R2,GFPT2,CYB5R3,GPI1,HK1,AMDHD2,TSTA3,CMAH,PGM1,GNPDA1,UXS1,GNPNAT1,UGDH,HK2,GNE,NAGK,CYB5R4,CYB5RL,GMPPA,GNPDA2,PMM2,NPL,FPGT,FUK,CMAS,GCK,HKDC1,PMM1,NANS,PGM2,GMPPB,UGP2,GALE,GMDS,GALK1,MPI,PGM3,NANP,UAP1,GFPT1	0.0346675419308273
2-Oxocarboxylic acid metabolism	DOWN	5.34866275277234	1022	6	16399	6	0.00503977481813789	IDH1,IDH3B,ACO1,IDH3A,GPT2,AADAT,CS,IDH3G,GPT,ACO2,GOT2,BCAT2,CSL,NAGS,BCAT1,ACY1,GOT1,IDH2	0.0346675419308273
Glycosphingolipid biosynthesis - globo and isoglobo series	UP	2.10897009966777	6665	12	16399	12	0.00564202093522581	HEXB,HEXA,GBGT1,B3GALT5,ST3GAL1,A4GALT,NAGA,B3GALNT1,GLA,A3GALT2,FUT2,ST3GAL2,ST8SIA1,FUT9	0.0382310075312316
