Gene_Set	Direction	Enrichment	n	b	N	B	p.value	Driver_Genes	adj.p.val
Tight junction	UP	2.18410450023424	1385	31	12783	31	0.000449175536519686	PPP2R1B,MAP3K5,ITGB1,MYH9,PPP2R2D,ACTG1,MSN,AMOT,PRKAB2,PRKCZ,HCLS1,RAPGEF2,SYNPO,OCLN,PATJ,MARVELD2,CD1D1,CD1D2,JUN,MAP3K1,CLDN23,CLDN7,WAS,TJAP1,PRKAG2,RAPGEF6,F11R,MYH10,MPDZ,ACTR3,PARD6B,PRKAA1,CLDN5,PPP2R2B,SRC,CLDN3,CLDN6,YBX3,ACTR2,PRKACB,CDK4,CFTR,ARHGEF2,ARHGAP17,VASP,EZR,MYH7B,CLDN1,CRB3,PPP2CA,ACTN1,ERBB2,WASL,MYL12A,TUBA1A,RAB8B,CTTN,PPP2CB,CLDN4,RAB13,MYL6,MYL2,TUBA1B,SYMPK,PRKAB1,PCNA,TIAM1,SCRIB,CLDN14,MPP5,MAPK10,RHOA,LLGL1,STK11,MICALL2,TUBA3A,HSPA4,ROCK2,CDC42,RAP2C,NEDD4,MYL12B,DLG3,MAP2K7,AMOTL1,NF2,CGNL1,ROCK1,MAPK8,AMOTL2,RAP1A,IGSF5,JAM3,PARD6G,TJP2,MYH11,ACTN4,MYL9,RAB8A,PARD3,PPP2R1A,ARHGEF18,TUBA1C,TUBA4A,MARVELD3,MYH14,TJP1,DLG1,PRKCE,JAM2,LLGL2,MYH8,EPB41L4B,RAC1,MAPK9,ACTB,WHAMM,MAGI1,PPP2R2A,NEDD4L,CACNA1D,GATA4,TJP3,CCND1,RDX,PRKCI,CGN,PRKAA2,CLDN2,PRKACA,SLC9A3R1	0.00333887148812967
TNF signaling pathway	UP	2.32928017268567	1471	26	12783	26	0.00052870694459084	IFI47,FAS,MAP3K5,AKT1,IKBKB,JUNB,IL1B,TNFAIP3,PIK3CD,ICAM1,NFKB1,JUN,MAP3K8,MMP14,CASP8,CREB3,BIRC3,VCAM1,IL18R1,CCL5,TRAF1,TAB1,CSF1,ATF4,PTGS2,IL15,RIPK3,RPS6KA5,CASP7,RPS6KA4,MLKL,FOS,CCL2,RIPK1,FADD,AKT2,EDN1,BAG4,MMP9,CXCL10,TRAF3,TAB3,DNM1L,SOCS3,GM5431,TRAF2,MAPK14,NOD2,NFKBIA,RELA,PIK3R2,MAPK12,CREB5,PIK3CA,MAP2K1,AKT3,CX3CL1,PIK3R1,MAP2K4,MAPK10,CXCL1,BCL3,TRADD,TNFRSF1A,MAP2K3,TRAF5,CREB3L1,PGAM5,CREB1,MAPK11,MAP2K7,CREB3L3,MAPK13,MAPK8,CEBPB,IKBKG,ATF6B,SELE,MAPK3,PIK3R3,TNFRSF1B,MAP3K14,TAB2,ITCH,MAPK1,CREB3L2,MAP3K7,BIRC2,CFLAR,CREB3L4,MAPK9,CASP3,ATF2,MAP2K6,CHUK,DAB2IP,PIK3CB	0.00384795719313198
Primary immunodeficiency	UP	2.4489057675404	3413	17	12783	17	0.000534917816085612	IL7R,CD4,PTPRC,LCK,CD8A,RFX5,TAP2,ZAP70,IL2RG,TAP1,BTK,ICOS,CIITA,DCLRE1C,BLNK,RAG1,UNG,RFXANK,CD40LG,RFXAP,ORAI1,TNFRSF13C,CD40,IKBKG,RAG2,ADA	0.00384795719313198
ABC transporters	DOWN	3.77925053585947	1097	12	12783	12	0.000545751082989709	ABCC9,ABCA9,ABCB9,ABCB7,ABCB6,ABCA6,ABCB11,ABCD3,ABCC6,ABCG5,ABCG2,ABCD1,ABCC8,ABCA5,TAP2,ABCA3,ABCB10,ABCC10,ABCG8,ABCD4,ABCC4,ABCC2,ABCG3,ABCA7,ABCA8B,ABCB8,ABCC5,CFTR,TAP1,ABCC1,ABCA1,ABCA8A,ABCG1,ABCD2,ABCA2,ABCB4,ABCC3	0.00386357115894302
Mineral absorption	UP	4.36577868852459	976	10	12783	10	0.000632754474188091	SLC40A1,HMOX1,MT2,1300017J02RIK,SLC8A1,MT1,ATP1B3,SLC30A1,TRF,ATP7A,SLC34A2,FTL1,ATP1B1,ATP1B4,ATP2B1,TRPM7,TRPV6,HMOX2,ATP1A1,SLC11A2,FTH1,CYBRD1,ATP1A2,VDR,CLCN2,SLC31A1,ATOX1,SLC39A4,TRPM6,SLC46A1	0.00438995720747535
Fc gamma R-mediated phagocytosis	UP	3.1601977750309	809	16	12783	16	0.000639791969699322	AKT1,ARPC1B,PRKCA,PTPRC,HCK,INPP5D,DOCK2,PIK3CD,VAV1,NCF1,FCGR1,LIMK2,RAC2,PLPP2,MYO10,LYN,WAS,LAT,SYK,SCIN,PRKCB,PLA2G4A,VAV2,ARF6,PLCG2,MARCKS,GAB2,PAK1,FCGR2B,CRKL,VASP,ARPC4,AKT2,ARPC5,ARPC3,SPHK2,PLPP3,PIP5K1A,WASL,BIN1,CFL1,VAV3,PIK3R2,CRK,LIMK1,PIK3CA,PLD2,ARPC1A,MAP2K1,WASF2,AKT3,PIP5K1C,PLCG1,INPPL1,PIK3R1,WASF1,PLPP1,PRKCD,PLA2G6,MARCKSL1,CDC42,ARPC5L,RPS6KB2,WASF3,MAPK3,PIK3R3,ARPC2,DNM2,MAPK1,RPS6KB1,ASAP2,PRKCE,RAF1,GSN,RAC1,ASAP1,CFL2,ASAP3,PIK3CB,PLD1	0.00438995720747535
Arginine and proline metabolism	DOWN	2.99461190067156	1685	15	12783	15	0.000682738433037788	OAT,PRODH,GOT2,ALDH9A1,ALDH3A2,ARG1,GAMT,ALDH2,CNDP2,MAOB,P4HA2,DAO,HOGA1,AGMAT,PYCRL,SRM,GOT1,LAP3,ALDH18A1,ALDH7A1,NOS1,CKMT2,SMS,MAOA,SAT1,CKB,PYCR2,CKM,SAT2,NOS3,PRODH2,ODC1,ALDH1B1,P4HA1,CNDP1,SMOX,L3HYPDH,AMD1	0.00461365668386142
Cysteine and methionine metabolism	DOWN	4.07810324825986	862	11	12783	11	0.000696471012114674	BHMT,CDO1,LDHA,BHMT2,GOT2,DNMT3B,AHCY,GM4737,TST,GCLM,MPST,MDH2,CBS,CTH,BCAT2,ADI1,SRM,MDH1,SDSL,AHCYL1,GOT1,GCLC,BCAT1,SMS,SDS,APIP,MRI1,IL4I1,DNMT3A,ENOPH1,AGXT2,TAT,MTAP,DNMT1,MAT1A,LDHB,MTR,MAT2B,GSS,AMD1	0.00463621002094246
Protein export	DOWN	1.93783809660587	5697	19	12783	19	0.000744290152919547	SEC62,SEC63,SPCS3,SRP14,IMMP1L,SRP54A,SRP54B,SRPR,SEC11C,SRP19,OXA1L,SRP9,SEC61B,SPCS2,SRP72,SRP68,HSPA5,SPCS1,SEC61A2,SEC61G,SEC61A1,SEC11A	0.0048816677676782
Nitrogen metabolism	DOWN	27.6688311688312	126	3	12783	3	0.00112345154435556	CAR3,CAR1,GLUL,CPS1,CAR7,CAR8,GLUD1,CAR9,CAR14,CAR6,CAR12	0.0072617302722113
HIF-1 signaling pathway	UP	2.38967064341797	1401	22	12783	22	0.00135297361783682	HMOX1,AKT1,CYBB,STAT3,PRKCA,1300017J02RIK,PIK3CD,ALDOA,SERPINE1,NFKB1,TRF,EGLN3,IL6RA,TLR4,IFNGR2,TIMP1,CAMK2D,ENO1,ENO1B,HK3,PFKFB3,IFNGR1,PRKCB,PLCG2,ANGPT1,PDHA1,CDKN1A,AKT2,EDN1,GAPDH,HK2,NOS3,ERBB2,IGF1R,CDKN1B,RELA,ANGPT2,PIK3R2,CAMK2G,PIK3CA,EIF4EBP1,ENO3,BCL2,MAP2K1,AKT3,PLCG1,PIK3R1,EP300,INSR,PFKL,HIF1A,HK1,VEGFA,TEK,RPS6KB2,VHL,ENO2,EGLN2,RBX1,MTOR,MAPK3,FLT1,PIK3R3,PDK1,MAP2K2,MKNK2,EIF4E2,PDHB,SLC2A1,MAPK1,RPS6KB1,TFRC,CAMK2B,CREBBP,EIF4E,MKNK1,ARNT,CUL2,PIK3CB,PGK1,LTBR,IGF1,EGFR,LDHA	0.0086203747650746
Other glycan degradation	UP	2.75436328377505	3094	12	12783	12	0.00160977780284444	MAN2B2,FUCA1,MANBA,HEXA,NEU1,HEXB,HEXDC,MAN2B1,ENGASE,MAN2C1,GBA,AGA,GBA2,NEU2,NEU4,GLB1,NEU3,FUCA2	0.0101121253530792
PPAR signaling pathway	DOWN	1.98291450604973	2616	28	12783	28	0.00181543191094446	CYP4A14,FABP7,ACADM,ACOX2,ACOX3,PPARD,ACOX1,PPARG,PLIN2,PCK1,ACADL,SCD1,ACSL1,NR1H3,APOC3,ME1,PDPK1,HMGCS2,ANGPTL4,FABP1,RXRA,CPT2,SLC27A4,GK,PLIN5,ACAA1A,ACAA1B,ACSBG1,SLC27A5,PLIN4,CYP4A10,CYP4A31,CYP4A32,APOA2,PPARA,SCD3,SLC27A2,APOA5,CPT1C,FADS2,DBI,SORBS1,CPT1A,SLC27A1,ADIPOQ,RXRB,CYP7A1,FABP2,CYP27A1,CPT1B,PCK2,ILK,EHHADH,ACSL3,FABP4,FABP3,ACSL5,SCD2,FABP5,CYP8B1,APOA1,RXRG,OLR1,LPL,CD36,PLTP,ACSL4,CYP4A12A,CYP4A12B	0.0110946952666821
Sulfur metabolism	DOWN	7.41473317865429	862	5	12783	5	0.00181594787997263	CYCS,PAPSS2,BPNT1,TST,MPST,SUOX,ETHE1,IMPAD1,SQRDL,PAPSS1	0.0110946952666821
Serotonergic synapse	UP	101.452380952381	3	2	12783	2	0.00230323957619039	CYP2C40,CYP2C68,CYP2C65,CYP2C66,CYP2C29,CYP2C38,CYP2C39,PRKCA,GNAI2,PTGS1,PLCB2,GNGT2,PTGS2,NRAS,PRKCB,PLA2G4A,APP,GNB5,CYP2C37,CYP2C50,CYP2C54,CYP2C55,PRKACB,CYP2C44,RAPGEF3,PLCB4,ALOX15,GNB1,GNG2,GNAI1,ITPR1,ITPR3,BRAF,GNB4,MAOA,ALOX5,MAP2K1,GNB2,ALOX12,GNG11,KRAS,KCNJ5,SLC18A2,KCNN2,GNG12,HTR2B,HRAS,TPH1,GNAQ,CACNA1C,GNAI3,GNG10,DUSP1,GNG3,PLA2G4B,MAPK3,GABRB3,GNG4,ADCY5,MAPK1,CACNA1A,PLCB1,RAF1,CYP2J6,GNG5,ARAF,PLCB3,CACNA1D,MAOB,CASP3,CYP2D10,CYP2D11,CYP2D12,CYP2D34,CYP2D9,GNAS,CYP2D26,ITPR2,KCNJ3,CYP2D40,DDC,CYP2C70,PRKACA,CYP2D22	0.0138816871754178
Starch and sucrose metabolism	DOWN	4.36577868852459	976	8	12783	8	0.00293678918619356	ENPP1,AMY1,PYGL,PGM2,GBE1,ENPP3,G6PC,UGP2,GANC,GYS2,G6PC3,GYG,PGM2L1,GCK,AGL,HK1,MGAM,GYS1,GPI1,HK2,PYGB,PGM1,HK3,GAA	0.0174641063605644
Axon guidance	UP	1.88360058940799	1660	34	12783	34	0.00320284525742331	PLXNB1,ABLIM1,SEMA3C,UNC5B,SEMA4A,ABLIM3,PRKCA,ITGB1,GNAI2,PIK3CD,PLXNA1,PRKCZ,LIMK2,PPP3CA,DPYSL2,RND1,RAC2,PLXNA3,PTK2,DPYSL5,FES,EPHB6,EPHB4,MET,SRGAP2,BMP7,CAMK2D,PARD6B,SRGAP3,EPHB3,NRAS,SEMA3F,SEMA5A,EFNA1,SEMA3G,SEMA3B,PLCG2,SRC,WNT4,PAK1,SLIT3,SSH3,RASA1,NRP1,PTPN11,SEMA6D,EPHA3,EFNA4,PPP3CB,WNT5A,ARHGEF12,PAK2,GNAI1,CDK5,FYN,PAK4,NFATC2,ILK,CFL1,SEMA3E,PLXNC1,EFNB1,CXCR4,PIK3R2,SEMA6C,SEMA4C,SSH2,CAMK2G,RGS3,LIMK1,PIK3CA,NTNG1,SRGAP1,PLCG1,ABLIM2,PIK3R1,RHOA,SEMA4B,SEMA4D,KRAS,RRAS,ENAH,EPHA2,UNC5D,EFNB2,EPHA4,SSH1,RHOD,BOC,SLIT2,FZD3,ROCK2,CDC42,HRAS,GNAI3,ROBO1,ROCK1,SEMA6A,RAC3,NCK1,NTN1,CXCL12,ROBO2,SEMA3D,PARD6G,GSK3B,MAPK3,L1CAM,NFATC4,SEMA3A,PIK3R3,PDK1,PAK6,PARD3,PPP3CC,PPP3R1,SMO,SEMA6B,MAPK1,LRRC4,NFATC3,RAF1,PLXNB2,PLXNA2,PLXNA4,RAC1,ABL1,LRRC4C,CAMK2B,UNC5C,RYK,NGEF,NCK2,EFNA5,CFL2,PTCH1,PIK3CB,BMPR2,SEMA4G	0.0183659030601296
Metabolism of xenobiotics by cytochrome P450	UP	24.6142490372272	38	3	12783	3	0.00320360911406958	SULT2A1,SULT2A3,UGT2B34,GSTA3,HPGDS,ALDH3B1,ALDH1A3,GSTP1,GSTP2,CBR3,EPHX1,GSTM4,CYP2E1,CYP1B1,ADH7,GSTA4,UGT2B36,GSTM3,CBR1,GSTA1,GSTA2,GSTO2,GSTK1,GSTM5,DHDH,GSTT1,GSTO1,MGST2,CYP2F2,CYP1A1,GSTM6,GSTT2,AKR7A5,MGST1,MGST3,UGT2B37,UGT2B38,UGT2B5,GSTM1,CYP1A2,GSTM7	0.0183659030601296
Tyrosine metabolism	DOWN	3.30891488921102	1756	10	12783	10	0.00321197407778051	FAHD1,AOX3,GOT2,DDC,HGD,GSTZ1,MAOB,FAH,MIF,AOC3,AOX2,HPD,GOT1,COMT,AOX1,TYR,MAOA,ADH7,IL4I1,TAT,ALDH1A3,ALDH3B1	0.0183659030601296
Biosynthesis of unsaturated fatty acids	DOWN	3.85610859728507	1105	9	12783	9	0.00326093848996767	HSD17B12,BAAT,ELOVL5,ACOX3,ACOX1,HACD3,SCD1,TECR,PECR,HADHA,ACAA1A,ACAA1B,ELOVL2,SCD3,FADS1,FADS2,ACOT7,HACD1,HACD2,ACOT4,ACOT3,SCD2,HACD4,ACOT5,ACOT1,ACOT2,ELOVL6	0.0184098552724757
