Gene_Set	Direction	Enrichment	n	b	N	B	p.value	Driver_Genes	adj.p.val
cAMP signaling pathway	UP	1.76667566351777	2470	47	12534	47	0.00059301200204287	FOS,ADCY7,JUN,PDE3B,F2R,CACNA1D,CREB3L2,CAMK2B,GNAI3,EDNRA,RELA,ADCY3,CREB5,TIAM1,SOX9,HCN4,ATP2B2,NFATC1,ADORA1,GNAS,RAC2,NFKBIA,GABBR1,GNAI2,ATP1B4,RHOA,PLD1,BRAF,ATP1A3,LIPE,NPY,VAV1,GLI3,ATP1B2,CREB3,RRAS,RAP1B,CALM1,CALM3,VIPR2,AKT3,PTGER3,RAC1,PIK3CD,PPP1R12A,RAPGEF3,ATP1B3,ADCY2,PIK3R3,RAPGEF4,ADCY10,MAPK1,MAPK10,GNAI1,ADRB2,PPP1CC,ATP1A1,NPR1,PAK1,PLD2,PDE4B,ADCY4,NPY1R,CHRM2,GLI1,GRIA3,VAV3,CREB1,GLP1R,MAPK3,GRIA2,ATP2B1,ROCK2,CAMK4,EP300,ATP2B3,PTCH1,PIK3R1,GRIA1,PDE4D,PIK3R2,AKT2,GRIN3B,ORAI1,PIK3CA,ADRB1,NFKB1,ATP2B4,BAD,SLC9A1,ACOX3,MAP2K2,PDE3A,PIK3CB,MAPK9,ADCY9,CREBBP,PLCE1,ROCK1,ADCY6,PRKACB,RRAS2,ADCY1,FXYD1,GHRL,ARAP3,CAMK2A,VAV2,ADCYAP1R1,ACOX1,RAP1A,ADORA2A,MAP2K1,ADCY5,PPP1CA,ATP1B1,PPP1CB,PPARA,AKT1,ABCC4,PDE4A,MAPK8,BDNF,CAMK2G,PRKACA,HCN2,PLN,RAF1,CAMK2D,CACNA1C,PDE4C,ATP2A2,TNNI3,ATP1A2,RYR2	0.00672080268981919
Pancreatic secretion	UP	2.08934822470412	2571	27	12534	27	0.000830984520754696	CPB1,CEL,ADCY7,ITPR1,ADCY3,PLA2G2D,ATP2B2,RAB3D,GNAS,PLA2G2A,ATP1B4,RHOA,PRKCB,ATP1A3,AMY2A4,PNLIP,ATP1B2,RAB27B,ITPR3,RAP1B,SLC4A4,GNAQ,ATP2A3,RAC1,RAB8A,ATP1B3,ADCY2,PRKCA,SLC4A2,SLC26A3,PLCB1,ATP1A1,KCNMA1,ADCY4,CAR2,CPA3,CD38,BST1,PRKCG,PLCB2,TPCN2,ATP2B1,PLCB3,ATP2B3,ATP2B4,PLCB4,SLC9A1,ITPR2,ADCY9,RAB11A,ADCY6,ADCY1,RAP1A,ADCY5,ATP1B1,PLA2G12A,SLC12A2,KCNQ1,SCTR,PLA2G5,ATP2A2,ATP1A2,RYR2	0.00918237895433939
Platelet activation	UP	1.66661680378958	3438	48	12534	48	0.000882561061513409	VWF,RASGRP1,ADCY7,ACTB,F2R,PLA2G4A,GNAI3,LCP2,ITPR1,FERMT3,APBB1IP,ADCY3,MYL12B,PIK3R5,FCER1G,SRC,GNAS,GNAI2,TBXAS1,PRKCZ,RHOA,TLN1,SNAP23,PTGS1,ITGB3,SYK,PRKCI,ITPR3,RAP1B,VASP,GNAQ,AKT3,PIK3CD,FGG,PPP1R12A,PLCG2,ADCY2,PTGIR,ITGA2,PIK3R3,ITGB1,P2RX1,PIK3CG,BTK,MAPK1,PLCB1,P2RY12,GNAI1,PPP1CC,ARHGEF1,ADCY4,ITGA2B,ARHGAP35,GUCY1A3,MYLK,MAPK3,PLCB2,GUCY1B3,RASGRP2,ROCK2,GNA13,F2RL3,PLCB3,ACTG1,GP1BA,LYN,PIK3R1,COL1A1,PIK3R2,AKT2,VAMP8,ORAI1,PIK3CA,MAPK14,COL1A2,MAPK13,MAPK11,MAPK12,NOS3,PLCB4,STIM1,ITPR2,ARHGEF12,PIK3R6,PIK3CB,GUCY1A2,ADCY9,FYN,ROCK1,ADCY6,PRKACB,ADCY1,MYLK3,MYL12A,RAP1A,COL3A1,ADCY5,PPP1CA,PPP1CB,AKT1,P2RY1,PRKG2,PLA2G4B,PRKACA,TLN2	0.00951443876070553
Hematopoietic cell lineage	DOWN	4.42366061975012	457	10	12534	10	0.00126800591063414	CD7,TFRC,H2-AB1,CD2,H2-EB1,H2-AA,KITL,CD1D1,CD1D2,ITGA6,FCER2A,H2-DMB1,H2-DMB2,KIT,H2-OA,CD36,H2-OB,CD24A,ITGA5,ITGAM,ITGA1,TNF,GP1BA,IL9R,CD59A,CD59B,CD37,ITGA3,H2-DMA,CD5,CSF2RA,CD38,MME,ITGA2B,GM13305,IL11RA1,IL11RA2,IL7R,CSF3R,CD34,IL1B,CD8A,ITGA2,FLT3,ITGB3,ANPEP,CD9,ITGA4,CD14,FCGR1,IL3RA,IL1R1,IL6RA,IL4RA,CD22,CSF1,CD55,CD55B,CD44,CD4,CSF1R,CR2	0.0130853543800609
Serotonergic synapse	UP	2.16355614474802	2099	25	12534	25	0.00127768940100537	MAOA,CACNA1A,GNAO1,APP,CACNA1D,PLA2G4A,GNAI3,ITPR1,GNG2,GNB1,CYP2C37,CYP2C50,CYP2C54,GNAS,GNAI2,PTGS1,CASP3,PRKCB,BRAF,DUSP1,KCNJ3,ITPR3,KCNJ5,KRAS,GNAQ,RAPGEF3,GNB2,PRKCA,MAPK1,PLCB1,GNAI1,GNG12,CYP2D40,MAPK3,NRAS,PRKCG,PLCB2,MAOB,ALOX15,GNB4,PLCB3,CYP2J6,SLC18A2,CYP2D22,HTR2A,HTR2B,PLCB4,ALOX12,ITPR2,GNG4,GNG3,GNG10,ALOX5,PRKACB,GNB5,ARAF,MAP2K1,GNG11,ADCY5,GNG5,GABRB2,HRAS,PLA2G4B,PRKACA,GNB3,DDC,RAF1,CACNA1C,GNGT2	0.0130853543800609
Drug metabolism - cytochrome P450	UP	10.5505050505051	180	5	12534	5	0.00130261446317348	MAOA,ALDH1A3,AOX3,HPGDS,AOX1,GSTA1,GSTA2,FMO3,GSTM1,CYP2E1,MGST1,FMO1,GSTT1,UGT2B37,UGT2B38,UGT2B5,FMO4,GSTP1,GSTP2,MAOB,ALDH3A1,FMO2,GSTM5,FMO5,ALDH3B1,GSTO2,GSTM4,GSTT2,GSTO1,GSTK1,GSTM7,MGST3,GSTA4	0.0130853543800609
Alanine, aspartate and glutamate metabolism	DOWN	7.17732391677801	403	6	12534	6	0.00165705560298013	ADSSL1,GPT,ALDH5A1,ADSL,GOT2,GOT1,PPAT,GLS,NIT2,GLUD1,IL4I1,CAD,CPS1,GLS2,ASL,ADSS,GAD2,GPT2,GFPT1,ASPA,ASS1,DDO,NAT8L,GLUL,ASNS,GFPT2	0.0162759683670493
Tyrosine metabolism	UP	13.9266666666667	180	4	12534	4	0.00175218384639064	MAOA,ALDH1A3,AOX3,AOX1,AOC3,FAH,COMT,TYR,MIF,MAOB,ALDH3A1,DBH,HPD,ALDH3B1,IL4I1,GSTZ1,FAHD1,DDC,GOT1,GOT2	0.0168362013066231
PI3K-Akt signaling pathway	UP	1.73089833016276	1425	49	12534	49	0.00195546202746921	VWF,CSF1R,NR4A1,PPP2R2B,THBS1,OSMR,HSP90AA1,CSF1,THBS3,IL4RA,ANGPT2,F2R,IL6RA,HGF,CREB3L2,FGFR1,ITGB4,IL3RA,THBS4,LPAR1,ITGB8,RELA,PPP2R1B,FLT4,CREB5,HSP90B1,GNG2,FN1,YWHAQ,GNB1,IKBKB,PIK3R5,ITGA4,YWHAB,MYC,THBS2,MET,TLR4,ATF2,ATF6B,COL6A6,CCNE1,JAK2,BCL2,FGFR2,YWHAZ,TLR2,ITGAV,RELN,YWHAG,ITGB3,YWHAE,CCND2,SYK,PDGFRA,GYS2,CCND1,FGFR3,TRP53,CREB3,DDIT4,KRAS,FOXO3,NGF,AKT3,FGF10,FGF2,PCK1,RAC1,PIK3CD,ITGA11,CCND3,LAMB3,SGK3,BRCA1,ITGA2,GNB2,EIF4B,PIK3R3,ITGB1,COL4A6,PRKCA,IGF1,COMP,PIK3CG,MAPK1,CSF3R,PDGFD,IL7R,IL2RG,SPP1,NGFR,PIK3AP1,GNG12,PDGFRB,COL6A5,CDKN1A,FASL,LAMA4,PPP2R2A,PCK2,ITGB6,IL2RB,IGF1R,ITGA2B,PDPK1,CHRM2,GSK3B,LAMA3,EPHA2,JAK3,RPS6KB2,LPAR3,OSM,ITGA9,VEGFC,CREB1,PDGFB,MAPK3,ITGA3,NRAS,PPP2CA,ATF4,FGF7,PKN3,GNB4,PPP2R5C,PHLPP2,YWHAH,LAMA5,LPAR4,FGF12,JAK1,PDGFC,EIF4EBP1,TNC,IKBKG,COL6A2,PPP2R5B,PIK3R1,PPP2CB,RPS6KB1,ITGA1,COL1A1,PIK3R2,AKT2,ITGA8,ITGA5,G6PC3,CDKN1B,PIK3CA,PTEN,COL1A2,CDK6,NFKB1,COL6A1,CDK2,ITGB7,TSC2,SGK1,CRTC2,CDK4,BAD,MDM2,PPP2R3C,NOS3,COL4A5,GNG4,LAMA1,LAMB1,PRKAA1,GNG3,MAP2K2,TSC1,GNG10,CASP9,TEK,VEGFB,PIK3R6,IFNAR1,PIK3CB,LAMC1,RPTOR,RHEB,LAMB2,STK11,EGFR,HSP90AB1,PPP2R2D,PPP2R1A,TNR,PDGFA,KDR,IFNAR2,PKN2,PKN1,INSR,GNB5,LAMC2,PHLPP1,SOS1,CCNE2,BCL2L11,SOS2,RXRA,FGF1,CHAD,RBL2,ANGPT1,EFNA1,CHUK,FGF16,KIT,PPP2R5E,MAP2K1,GNG11,COL4A1,PTK2,MLST8,GRB2,CDC37,GNG5,EIF4E2,HRAS,AKT1,EIF4E,PPP2R3A,LPAR6,PRKAA2,PPP2R5A,GHR,IRS1,GNB3,FGF13,ITGA6,THEM4,FGF9,RAF1,MTOR,KITL,COL4A2,LAMA2,VTN,GNGT2,FLT1,GYS1,VEGFA,COL4A3,ITGA7	0.0180538854697271
Adrenergic signaling in cardiomyocytes	DOWN	3.07885040530582	531	15	12534	15	0.0019952163241751	RYR2,ATP1A2,MYH6,ADRA1D,TNNI3,ATP2A2,CACNA1C,TPM1,CAMK2D,MYL2,PLN,SCN4B,ADRA1A,TNNC1,ADRA1B,ACTC1,PRKACA,CAMK2G,TNNT2,PPP2R5A,PPP2R3A,KCNQ1,AKT1,CACNA2D1,SCN5A,PPP1CB,ATP1B1,PPP1CA,ADCY5,PPP2R5E,CAMK2A,ADCY1,PRKACB,ADCY6,CACNG6,PPP2R1A,PPP2R2D,ADCY9,RPS6KA5,PPP1R1A,PIK3R6,SLC9A1,PLCB4,SCN1B,PPP2R3C,ATP2B4,MAPK12,MAPK11,PPP2CA,MAPK13,ADRB1,MAPK14,CACNG4,AKT2,PPP2CB,PPP2R5B,ATP2B3,CACNB3,PPP2R5C,PLCB3,ATP2B1,PLCB2,ATF4,MAPK3,CREB1,CACNB2,ADCY4,PPP2R2A,ATP1A1,PPP1CC,CREM,ADRB2,GNAI1,PLCB1,MAPK1,PIK3CG,RAPGEF4,CACNB4,PRKCA,ADCY2,ATP1B3,RAPGEF3,SCN7A,AKT3,CALM1,CALM3,GNAQ,SLC8A1,CREB3,ATP1B2,ATP1A3,TPM3,ATP1B4,BCL2,GNAI2,ATF6B,ATF2,GNAS,PIK3R5,TPM4,ATP2B2,CREB5,AGTR1A,PPP2R1B,ADCY3,GNAI3,CAMK2B,CREB3L2,MYL4,CACNA1D,ADCY7,CACNA2D3,CACNA2D2,PPP2R2B,MYH7	0.0180538854697271
Antigen processing and presentation	UP	1.7740444002196	3643	33	12534	33	0.00202863225287464	CD4,CTSB,CTSS,HSPA1A,HSPA1B,HSP90AA1,KIR3DL1,KIR3DL2,PDIA3,HSPA2,CALR,HSPA1L,RFX5,PSME3,H2-Q2,H2-T3,IFI30,H2-M3,CD8A,H2-M1,H2-M10.1,H2-M10.2,H2-M10.3,H2-M10.4,H2-M10.5,H2-M10.6,H2-M11,H2-M9,TAP2,NFYA,HSPA4,TAPBP,LGMN,CTSL,HSPA8,CREB1,H2-DMA,H2-T23,CANX,B2M,TNF,H2-T10,H2-T22,KLRD1,H2-T24,RFXAP,H2-OB,NFYB,TAP1,HSP90AB1,RFXANK,H2-OA,HSPA5,H2-DMB1,H2-DMB2,NFYC,CIITA,PSME1,PSME2,PSME2B,H2-AA,H2-EB1,H2-AB1,CD74	0.0180538854697271
Thyroid hormone synthesis	UP	2.11562933444882	2571	23	12534	23	0.00205839983410294	GPX3,ADCY7,ASGR2,CREB3L2,ITPR1,ADCY3,CREB5,HSP90B1,GPX8,TG,GNAS,ATF2,ATF6B,ATP1B4,PRKCB,ATP1A3,ATP1B2,CREB3,ITPR3,GNAQ,ATP1B3,PDIA4,ADCY2,PRKCA,TTF1,PLCB1,ATP1A1,ADCY4,CREB1,GSR,PRKCG,ATF4,PLCB2,GPX7,TTF2,PLCB3,CANX,TTR,GPX1,SLC5A5,LRP2,PLCB4,ITPR2,ALB,ADCY9,ADCY6,PRKACB,ADCY1,HSPA5,ADCY5,ATP1B1,PRKACA,ATP1A2	0.0180538854697271
Leukocyte transendothelial migration	UP	1.80024129610479	2901	35	12534	35	0.00208314063112236	VCAM1,ICAM1,ACTB,PTK2B,GNAI3,CYBB,ITGB2,ACTN4,MYL12B,ITGA4,MSN,RAC2,GNAI2,EZR,CTNND1,RHOA,PRKCB,CLDN15,MYL7,VAV1,RAP1B,OCLN,VASP,ITGAL,RASSF5,RAC1,PIK3CD,RAPGEF3,PLCG2,PIK3R3,ITGB1,CLDN1,NCF4,PRKCA,ITK,RAPGEF4,RHOH,GNAI1,PXN,THY1,ARHGAP35,VAV3,ESAM,PRKCG,TXK,CYBA,F11R,ROCK2,ACTG1,JAM2,PLCG1,PIK3R1,CLDN22,ITGAM,PIK3R2,BCAR1,PIK3CA,MAPK14,MAPK13,CDC42,MAPK11,MAPK12,CTNNA1,CTNNA3,PTPN11,PIK3CB,SIPA1,ROCK1,CLDN5,CXCR4,MYLPF,MMP2,VCL,MYL12A,VAV2,CXCL12,RAP1A,CDH5,PTK2,ARHGAP5,CTNNB1,JAM3,MYL2,NCF1	0.0180538854697271
Purine metabolism	DOWN	1.48829944648435	3855	65	12534	65	0.00222582435779184	ADSSL1,PDE4C,ADSL,AK1,ENTPD6,AK4,PKM,POLR1A,ADK,GMPS,PPAT,PDE2A,PGM2,POLA2,GMPR,NT5C3,APRT,NTPCR,NME2,PDE4A,PNPT1,NT5M,AK2,NT5C1A,POLE4,HPRT,ADCY5,DGUOK,POLR2J,HDDC3,ENTPD2,POLR3K,PAPSS2,POLR3F,ATIC,ADCY1,POLR3A,POLD4,POLR2C,POLR2L,ADCY6,DCK,ZNRD1,PDE9A,GART,POLR1B,PDE5A,ADCY9,GUCY1A2,RRM2B,NUDT9,POLR2H,AK3,ENTPD4,GM21685,POLR3D,ADPRM,POLE3,POLR3B,POLR2B,PDE3A,POLR2D,POLR2G,ITPA,POLR3E,NME6,ENPP3,PRPS1,NME3,PDE6D,PAICS,POLR3C,GUK1,PDE8B,POLR2I,PRIM2,POLE,NUDT16,GMPR2,PDE4D,POLR3H,POLR2F,NME1,IMPDH1,PRIM1,NT5C3B,POLR1C,AMPD3,GUCY1B3,PFAS,ENTPD8,ENTPD1,RRM1,GUCY1A3,PRUNE1,POLD3,ENTPD5,NME7,ADCY4,POLD1,PDE10A,NT5C,IMPDH2,ADSS,PDE1B,PDE4B,AMPD2,POLR1E,POLR2E,PGM1,POLD2,NPR1,NPR2,PDE7B,POLR2A,ADA,POLR3GL,ADCY10,NT5E,POLA1,XDH,PAPSS1,NUDT5,ADCY2,RRM2,TWISTNB,CANT1,POLR3G,PDE1A,PDE1C,PNP,PNP2,PDE7A,PRPS2,ENPP1,ENPP4,ADCY3,NT5C2,PDE3B,PDE8A,ADCY7,GDA	0.0189195070412306
Glycosaminoglycan degradation	UP	2.39255547602004	4191	12	12534	12	0.0025494512104941	HEXA,GNS,HYAL2,HYAL1,GLB1,IDS,GUSB,HPSE,HYAL3,ARSB,IDUA,NAGLU,GALNS,HEXB,HGSNAT	0.0212614610384602
Glyoxylate and dicarboxylate metabolism	DOWN	6.44145610278373	467	6	12534	6	0.00277877210309885	MUT,CS,CSL,ACAT1,DLD,PCCB,MDH1,GCSH,MCEE,MDH2,PGP,GLYCTK,PCCA,AFMID,HYI,SHMT2,GRHPR,AMT,ACAT2,SHMT1,ACO1,HOGA1,HAO2,CAT,GLUL	0.0227447642512906
