Gene_Set	Direction	Enrichment	n	b	N	B	p.value	Driver_Genes	adj.p.val
Vitamin digestion and absorption	UP	3.08321822766844	3431	14	17379	14	0.00023225634026014	SLC52A3,APOA4,APOB,SLC19A3,SLC19A2,MMACHC,APOA1,GIF,PLB1,SLC5A6,SLC19A1,PNLIP,TCN2,LMBRD1,RBP2,CUBN,SLC23A1,SCARB1,SLC46A1,LRAT,BTD,ABCC1,FOLH1	0.00257181410922204
MAPK signaling pathway	DOWN	1.49507258573533	4365	92	17379	92	0.000281496817190696	FOS,CACNB3,PPP3R1,GRB2,PPP5C,MAPK8IP2,PPP3CB,CACNG1,CACNA1E,PRKACA,FGF8,ARRB2,RAC1,DUSP1,RPS6KA1,IL1B,RAC2,MAP2K4,PPP3CA,ARRB1,JUN,AKT1,HRAS,CACNG8,PAK1,CACNG2,ATF4,FGF12,MAP2K1,GADD45A,GADD45B,DDIT3,RASGRP3,PRKCB,TRAF2,RPS6KA4,JUND,RASGRP1,STMN1,CD14,TNF,NTRK1,MAPK8,CACNG3,ATF2,MAPT,FLNB,MAP3K11,MAPK9,PTPRR,MAPK8IP1,NTF3,RASGRF1,PTPN7,FLNC,IL1R1,FGF13,RELB,TAOK2,CRKL,ECSIT,MAP2K2,ELK1,SRF,MAP2K3,RASA1,CACNG7,KRAS,CDC25B,FGFR1,MAPK1,NR4A1,MAPK8IP3,PPM1A,IL1R2,CRK,TAOK1,ELK4,RAF1,RRAS2,RAPGEF2,RPS6KA6,FGF21,MAP3K12,DAXX,MAPK13,CACNA1C,PLA2G4F,HSPA8,CACNB4,MAPK12,PRKACB,MAP4K1,CACNA1B,BRAF,FGF9,CDC42,RAC3,AKT2,CACNA1S,MAPKAPK5,FGF7,GADD45G,FGF14,TAB2,CACNA2D4,CACNA2D1,FGF10,DUSP5,PDGFB,MAP3K5,AKT3,RAP1B,DUSP3,TRAF6,NFKB1,RASGRF2,DUSP16,CACNB1,MAP3K3,MAPK11,NGF,MAPK3,MAPK7,RAP1A,FGF23,CACNA2D2,CASP3,PPP3CC,FGF15,MAP4K2,MAP2K5,CACNG5,TAOK3,MAPK14,RPS6KA5,MAP3K2,DUSP8,MAP4K3,HSPA2,MAP4K4,NFKB2,NTF5,CACNA1D,RELA,CACNB2,MAP2K7,BDNF,FASL,SOS1,FGFR4,NFATC3,RASGRP2,PAK2,FGF18,HSPB1,DUSP6,PTPN5,PDGFRA,CACNG6,MAP3K13,DUSP2,IL1A,RASGRP4,FGF3,RPS6KA2,PPM1B,EGF,TNFRSF1A,MAPKAPK2,MAP3K1,CHUK,MAP3K6,RPS6KA3,FLNA,MAX,LAMTOR3,STK3,RASA2,PPP3R2,PDGFA,CACNA1G,FAS,TGFB3,PLA2G4E,TGFBR2,NF1,IKBKG,NTRK2,HSPA1A,HSPA1B,TAB1,MAPK10,CACNA1A,NRAS,PRKCG,CACNA1F,FGF11,MAP3K7,DUSP4,FGF1,STK4,PLA2G4B,PLA2G4B,TGFBR1,MAP3K8,MAP3K4,CACNG4,SOS2,MAPKAPK3,GNG12,HSPA1L,MKNK1,TRP53,FGF2,NLK,TGFB1,DUSP7,TGFB2,CACNA1H,DUSP10,CACNA2D3,IKBKB,FGF17,MRAS,FGF5,FGFR2,NFATC1,FGF20,DUSP9,GNA12,CACNA1I,PRKCA,MAP2K6,PDGFRB,MKNK2,FGF22,MECOM,PLA2G4A,EGFR,MEF2C,RRAS,PLA2G4D,PLA2G4C,FGFR3	0.00300638631529313
Fatty acid degradation	UP	1.81663998954692	6655	32	17379	32	0.000284745840435252	ACSBG1,EHHADH,CPT1A,ACADM,ACAA2,ACADS,ALDH7A1,CPT2,HADHB,CYP4A10,ACADSB,ACSL6,ALDH9A1,ACSBG2,ADH1,ALDH2,ACOX1,ACAT1,GCDH,ACSL5,CYP4A12B,HADH,ACOX3,ADH4,ECI2,ECHS1,CPT1B,CYP4A12A,CYP4A14,CYP4A31,CYP4A32,HADHA,ACSL1,ALDH1B1,ACAT2,ALDH3A2,ADH5,ACSL3,ACAA1A,ACAA1B,ECI1,ACADL,ACSL4,CPT1C,ACADVL,ADH7	0.00300638631529313
Valine, leucine and isoleucine degradation	UP	1.76273906726848	6841	34	17379	34	0.00034266038598707	EHHADH,BCAT2,ACADM,ACAA2,DBT,HMGCS2,ALDH6A1,ACADS,BCKDHB,MCCC1,ALDH7A1,HADHB,ACADSB,ACSF3,HIBADH,MUT,ALDH9A1,ALDH2,ACAT1,ABAT,ACAD8,AACS,MCCC2,HADH,HIBCH,PCCB,OXCT2A,OXCT2B,PCCA,IVD,ECHS1,HADHA,BCKDHA,HMGCL,MCEE,ALDH1B1,HMGCLL1,DLD,ACAT2,IL4I1,OXCT1,ALDH3A2,BCAT1,ACAA1A,ACAA1B,HSD17B10,AUH,HMGCS1,AOX1	0.00353563216450295
Fat digestion and absorption	UP	2.82852696145748	2979	16	17379	16	0.000470609660079391	APOA4,APOB,PLA2G10,MOGAT2,PLA2G1B,CEL,FABP1,APOA1,PNLIPRP1,PLA2G12B,PLA2G2D,MTTP,PLA2G5,CLPS,PNLIP,ABCG8,ABCA1,FABP2,NPC1L1,ABCG5,PLA2G3,SCARB1,DGAT2,LIPF,ACAT2,SLC27A4,AGPAT2,PLA2G2C,AGPAT1,GOT2,PLA2G12A,DGAT1,CD36	0.00474792857057874
Metabolism of xenobiotics by cytochrome P450	UP	2.57286115007013	2852	19	17379	19	0.000587549085529493	HSD11B1,GSTO2,GSTA2,UGT2B38,GSTK1,ALDH3B1,SULT2A1,SULT2A3,EPHX1,MGST1,GSTM1,GSTM2,GSTM3,GSTM4,GSTM6,GSTM7,ADH1,CBR1,UGT2B36,GSTA3,CBR3,CYP2E1,ADH4,ALDH3A1,UGT2B35,UGT2A3,GSTT1,GSTM5,UGT2B1,GSTT2,CYP1A1,HPGDS,GSTP1,GSTP2,ADH5,CYP2S1,MGST3,AKR7A5,DHDH,CYP1B1,MGST2,ALDH1A3,GSTO1,ALDH3B2,ADH7	0.00579885401805195
Pancreatic secretion	DOWN	13.8411914622491	73	5	17379	5	0.000622909105113534	GM10334,PRSS2,TRY10,TRY4,TRY5,ADCY1,PLCB1,CPA3,ATP1A1,RAC1,ADCY4,ADCY9,CHRM3,ATP2B1,ATP2A1,RAB11A,PRKCB,GNAS,ATP2B2,BST1,ADCY3,ATP2A2,AMY2A4,PLCB4,PLA2G12A,RAB8A,ATP2B3,ATP1B3,ATP1B2,ATP1A3,4930544G11RIK,PLA2G2C,RAP1B,GNAQ,SLC12A2,RYR2,ATP2B4,RAB27B,RAP1A,ATP1B1,ADCY6,ADCY5,SLC9A1,KCNQ1,RAB3D,PLCB3,FXYD2,ADCY7,ADCY8,CAR2,ITPR1,CD38,SLC26A3,ATP2A3,CTRL,PLA2G3,KCNMA1,CELA2A,CPB2,PRKCG,SLC4A4,TPCN2,CFTR,PNLIP,SLC4A2,CPA1,PLA2G5,SCTR,CELA3B,ADCY2,PLA2G2D,ITPR3,PLA2G12B,PNLIPRP1,ATP1A2,CTRB1,PRKCA,CEL,CPB1,PLCB2,PLA2G1B,PLA2G10,ITPR2,TRPC1,ATP1A4,CPA2	0.00601703688769244
Retrograde endocannabinoid signaling	DOWN	2.83738775510204	1125	18	17379	18	0.00103373301128684	SLC17A7,ADCY1,PLCB1,GNG3,KCNJ3,PRKACA,GABRB3,GNB1,GABRA6,CNR1,ADCY4,GNAI1,GNB5,RIMS1,GNG2,GNG4,ADCY9,DAGLA,GABRD,MGLL,PRKCB,PTGS2,GABRB2,MAPK8,MAPK9,ADCY3,KCNJ9,PLCB4,GRM1,GNB2,GNAI3,GNAO1,GABRR1,MAPK1,GABRG2,MAPK13,DAGLB,CACNA1C,ABHD6,MAPK12,PRKACB,CACNA1B,GNG10,CACNA1S,SLC17A6,GNGT2,GABRA1,GABRQ,GNAQ,GNB3,FAAH,MAPK11,MAPK3,ADCY6,ADCY5,GABRA3,MAPK14,SLC32A1,CACNA1D,SLC17A8,PLCB3,GRIA4,GABRA4,GRM5,ADCY7,GNAI2,ADCY8,GNG8,ITPR1,GABRA2,GABRE,GABRG3,GABRA5,MAPK10,CACNA1A,GABRP,GRIA3,PRKCG,CACNA1F,GNB4,GABRR2,GRIA1,GNG7,GABRB1,GNG13,GNG12,GNG5,KCNJ6,ADCY2,ITPR3,KCNJ5,GNG11,PRKCA,PLCB2,ITPR2,GRIA2,GABRG1,NAPEPLD	0.00977739139842136
Wnt signaling pathway	DOWN	2.78317122098414	866	19	17379	19	0.00107802185940531	SFRP2,DKK2,SFRP1,PPP3R1,CAMK2B,SERPINF1,PLCB1,PPP3CB,CTBP1,WNT10B,PRKACA,DVL3,RAC1,VANGL2,DVL1,NKD1,RAC2,WNT10A,PPP3CA,SOST,JUN,WNT16,CREBBP,CSNK1A1,CSNK1E,FOSL1,PRKCB,FZD2,PEG12,MAPK8,FBXW11,CAMK2D,MAPK9,DVL2,PLCB4,CTBP2,PORCN,WNT4,CTNNBIP1,GSK3B,CACYBP,TCF7,CTNNB1,CSNK2B,SKP1A,PRKACB,SMAD4,4930544G11RIK,CCND3,CHD8,CSNK2A1,RAC3,TBL1XR1,WNT9A,AXIN1,BAMBI,FRAT2,ROCK2,WNT5B,WNT8A,CUL1,MMP7,CER1,WNT6,WNT1,PPARD,SIAH1A,SIAH1B,WIF1,WNT7B,PRICKLE1,PPP3CC,LRP6,CAMK2G,TBL1X,NOTUM,RBX1,WNT2,EP300,WNT11,APC2,DKK4,PLCB3,NFATC3,FZD3,FZD7,PSEN1,NFATC4,BTRC,FZD5,WNT5A,CSNK2A2,SFRP4,APC,CCND2,SOX17,VANGL1,CCND1,PPP3R2,DAAM1,FZD10,WNT8B,FZD8,DAAM2,MAPK10,CAMK2A,PRICKLE2,NKD2,WNT3,PRKCG,MAP3K7,RUVBL1,TCF7L2,NFATC2,LEF1,SENP2,WNT2B,FZD4,FZD1,TRP53,TCF7L1,NLK,FZD9,FZD6,INVS,AXIN2,NFATC1,LRP5,SMAD3,PRKCA,GPC4,PLCB2,SFRP5,WNT9B,CXXC4,WNT7A,DKK1	0.00998820253408185
Circadian entrainment	DOWN	2.88789294651236	1112	17	17379	17	0.00125990946541821	FOS,CALM3,GRIN2C,CAMK2B,ADCY1,PLCB1,GNG3,KCNJ3,PRKACA,GRIN2A,GNB1,ADCY4,GNAI1,GNB5,GNG2,GNG4,ADCY9,PRKG2,PRKCB,GNAS,CAMK2D,MTNR1A,ADCY3,KCNJ9,PLCB4,CALM1,GUCY1A2,CALML3,GNB2,GNAI3,GNAO1,MAPK1,CALM2,GRIN1,CACNA1C,PRKACB,ADCYAP1R1,GUCY1B3,CREB1,GNG10,GNGT2,NOS1AP,GNAQ,GNB3,RYR2,MAPK3,ADCY6,ADCY5,CAMK2G,RPS6KA5,GRIN2B,CACNA1D,GRIN2D,PLCB3,GRIA4,ADCY7,NOS1,GNAI2,ADCY8,PER3,GNG8,ITPR1,PRKG1,ADCY10,PER2,CACNA1G,CAMK2A,GRIA3,PRKCG,GNB4,CALML4,GUCY1A3,RYR1,GRIA1,GNG7,GNG13,GNG12,PER1,GNG5,KCNJ6,CACNA1H,ADCY2,ITPR3,MTNR1B,KCNJ5,RASD1,GNG11,CACNA1I,PRKCA,PLCB2,GRIA2,RYR3	0.0114399779459973
Vasopressin-regulated water reabsorption	DOWN	2.29507547244562	3522	20	17379	20	0.00143413635604217	VAMP2,RAB5C,PRKACA,DYNLL1,ADCY9,DYNLL2,DCTN1,RAB11A,GNAS,DCTN5,RAB11B,ADCY3,DYNC1I1,ARHGDIA,NSF,CREB3,DCTN2,DYNC1I2,AVPR2,RAB5B,ARHGDIG,PRKACB,CREB1,CREB3L2,AQP3,AQP2,DYNC1H1,STX4A,ADCY6,DYNC1LI1,RAB5A,DCTN4,CREB3L4,DYNC1LI2,DCTN6,CREB3L1,CREB5,AQP4,AVP,CREB3L3,ARHGDIB,DYNC2H1,DYNC2LI1	0.012766625600846
Phagosome	DOWN	1.62597360537608	4117	52	17379	52	0.00173326333220547	ATP6V0B,MRC1,H2-AA,ATP6V0C,FCGR2B,FCGR3,RAB5C,RAC1,ATP6AP1,SEC61G,ATP6V1F,ATP6V1G2,ATP6V1B2,ATP6V0A1,CD36,THBS2,ATP6V1E1,ATP6V0D1,CORO1A,TUBA1B,CD14,ATP6V1D,ATP6V1A,TUBB3,HGS,ATP6V0D2,TUBA4A,DYNC1I1,CANX,FCGR4,CTSS,SFTPA1,H2-AB1,ITGA5,DYNC1I2,TUBB5,RAB5B,ATP6V1H,ATP6V0A4,NCF2,MRC2,FCGR1,ATP6V1G1,CD209A,CD209B,CD209C,CD209D,CD209E,ACTB,TUBA1A,CALR,ATP6V1C2,H2-OA,NOX3,TAP2,RAB7,LAMP1,ACTG1,SEC61A1,MARCO,ATP6V1C1,TFRC,TUBB4A,PIKFYVE,ATP6V0E2,THBS1,STX7,DYNC1H1,CYBB,H2-EB1,TUBB2A,SEC61B,OLR1,MSR1,SFTPD,H2-OB,C1RA,ITGB3,DYNC1LI1,M6PR,PLA2R1,C3,CYBA,TLR2,COLEC12,ITGAM,MBL2,TUBA8,PIK3C3,RAB5A,NOS1,RILP,CTSL,SCARB1,TUBB6,TAP1,TUBB4B,EEA1,ITGB1,TLR6,NCF4,ATP6V1B1,MPO,STX18,TUBA1C,THBS4,TUBA3B,ITGB2,ITGB2L,DYNC1LI2,ITGB5,VAMP3,ATP6V0A2,NCF1,STX12,COLEC11,THBS3,TCIRG1,ATP6V0E,LAMP2,ITGA2,TUBB1,H2-DMB1,H2-DMB2,H2-DMA,NOX1,TUBA3A,ITGAV,TUBB2B,DYNC2H1,SEC61A2,ATP6V1E2,TLR4,COMP,TUBAL3	0.0151327221696401
ECM-receptor interaction	UP	1.61106522838362	5933	44	17379	44	0.0017882246707539	GP6,ITGB4,VWF,LAMA3,COMP,ITGB8,COL9A1,LAMB3,COL4A3,IBSP,LAMB2,LAMA2,AGRN,ITGA6,TNXB,ITGA8,COL4A4,ITGAV,COL6A6,CD44,ITGA2,LAMA5,TNR,THBS3,LAMC3,LAMC1,SDC1,ITGB5,DAG1,ITGA11,ITGA7,VTN,THBS4,ITGA10,ITGA1,LAMA4,HSPG2,SV2C,GP5,ITGA4,COL4A2,ITGB1,COL4A1,COL6A1,SDC4,LAMA1,COL4A5,COL9A2,ITGB3,ITGB6,LAMB1,THBS1,ITGA2B,COL9A3,LAMC2,COL6A5,COL4A6,ITGB7,ITGA3,CD47,CHAD,GP1BA,ITGA5,HMMR,COL6A2,COL2A1,ITGA9,THBS2,CD36,RELN,SPP1,SV2B,NPNT,FN1,SV2A,COL6A3,COL1A2,COL1A1,TNC,TNN	0.0153180000098542
