Gene_Set	Direction	Enrichment	n	b	N	B	p.value	Driver_Genes	adj.p.val
Adrenergic signaling in cardiomyocytes	DOWN	1.53858873134637	4269	60	13027	60	0.000983694934637458	TPM2,ATP1B2,CACNB3,ATP2B3,CACNG4,ATP1B3,CACNG8,ADCY3,ATP2A2,SCN4B,PPP2R5E,ATP1A3,PPP2R1A,SLC8A1,PPP2R3A,SLC9A1,GNAQ,ACTC1,ATF4,PRKCA,ATP1A1,CREB1,CACNA2D3,PRKACA,PRKACB,CACNA1D,TPM1,MAPK12,CAMK2G,CALM2,CACNG1,ADCY8,CACNA2D1,PPP1R1A,MAPK1,ATP1B4,PPP2R2B,ADCY5,CAMK2B,PPP2R5B,RYR2,CREB5,ATP2B1,PPP2R2C,PPP2R5D,CREB3L3,CACNG6,MAPK11,ADRA1A,SCN5A,RAPGEF4,ADCY1,PPP2R2A,PPP2R5C,CACNG3,ADRA1D,ATP2B2,ATP1B1,PPP2CA,PIK3R6,CACNA2D2,CACNG2,ADCY9,AKT3,CAMK2A,CAMK2D,PLCB3,SCN1B,CACNA1C,PPP1CC,CACNA1S,CACNG7,GNAS,CREB3L2,PLCB1,PPP2R2D,PPP1CB,ADRB2,ADRA1B,AKT1,ATF2,PIK3CG,BCL2,CACNB2,PLCB2,MYH6,ATP1A2,CREB3L4,CACNB4,GNAI1,AGTR2,ADCY6,TNNC1,PPP1CA,AGTR1A,TNNT2,MAPK3,MYL3,KCNQ1,PPP2R3C,AKT2,PIK3R5,PPP2R5A,PLCB4,ADRB1,ADCY2,ATF6B,CACNA2D4,MYH7,CACNG5,GNAI2,CACNB1,PLN,MAPK13,MAPK14,PPP2CB,CACNA1F,CREB3L1,RAPGEF3	0.0153999138043243
Progesterone-mediated oocyte maturation	DOWN	5.0986301369863	315	9	13027	9	0.0011321868666897	CCNB1,CCNA2,PLK1,CDK1,BUB1,CCNB3,CCNB2,IGF1,CDK2,MAD2L1,CDC25B,RPS6KA1,MAPK8,ADCY3,PIK3R3,PIK3CA,PIK3R2,PRKACA,PRKACB,MAD1L1,MAPK12,ADCY8,MAPK1,ADCY5,ANAPC2,MAPK11,ADCY1,IGF1R,ADCY9,AKT3,CDC16,MAPK9,PIK3R1,ANAPC11,ANAPC10,CDC23,HSP90AA1,ANAPC4,AKT1,CDC27,CPEB2,ANAPC13,CPEB4,ARAF,PDE3B,GNAI1,PKMYT1,PIK3CD,ADCY6,ANAPC5,MAPK3,CPEB1,MAD2L2,FZR1,RPS6KA2,AKT2,ANAPC1,BRAF,INS1,ADCY2,RPS6KA3,ANAPC7,GNAI2,RAF1,HSP90AB1,MAP2K1,MAPK10,MAPK13,MAPK14,PGR,CDC26,PIK3CB,KRAS	0.0171337612492375
Endocrine and other factor-regulated calcium reabsorption	DOWN	2.3187967248131	2809	19	13027	19	0.00140068802052773	CLTC,AP2A1,DNM1,RAB11A,ATP1B2,ATP1B3,AP2B1,ATP1A3,SLC8A1,PRKCB,GNAQ,DNM2,PRKCA,ATP1A1,PRKACA,PRKACB,AP2M1,AP2S1,ATP1B4,ATP2B1,ATP1B1,ADCY9,PLCB3,CLTB,BDKRB2,GNAS,PLCB1,PTH1R,KL,PLCB2,ATP1A2,ADCY6,DNM3,VDR,CLTA,PLCB4,ESR1,AP2A2	0.0205133019780513
Insulin secretion	DOWN	1.51514661151299	5903	46	13027	46	0.0016088272319863	GNA11,ATP1B2,ATP1B3,ADCY3,RIMS2,ATP1A3,KCNN3,PRKCB,VAMP2,SLC2A1,GNAQ,ATF4,PRKCA,STX1A,ATP1A1,CREB1,PRKACA,ADCYAP1R1,PRKACB,CACNA1D,CAMK2G,ADCY8,ATP1B4,ADCY5,CAMK2B,RYR2,KCNN2,RAB3A,CREB5,CREB3L3,RAPGEF4,ADCY1,ATP1B1,ADCY9,PCLO,CAMK2A,CAMK2D,PLCB3,GCG,CHRM3,CACNA1C,TRPM4,CACNA1S,GNAS,CREB3L2,PLCB1,SLC2A2,SNAP25,ABCC8,CCKAR,ATF2,PLCB2,KCNMB4,ATP1A2,CREB3L4,ADCY6,ADCYAP1,PLCB4,INS1,ADCY2,ATF6B,KCNMA1,GCK,KCNJ11,ITPR3,CACNA1F,CREB3L1	0.0228252363538056
Wnt signaling pathway	DOWN	1.37920985177755	5982	76	13027	76	0.00178248371224254	TCF7L2,PORCN,CTNNB1,CREBBP,PPP3CA,CHD8,VANGL2,CXXC4,WNT6,CTNNBIP1,NKD1,MAPK8,AXIN1,SFRP2,DAAM1,FZD2,GSK3B,SERPINF1,LEF1,PRKCB,CTBP1,VANGL1,PSEN1,NFATC1,CCND1,TCF7L1,APC,FZD4,PRKCA,FZD7,PRKACA,PRKACB,CAMK2G,SFRP5,FZD3,DKK2,WNT4,CTBP2,CAMK2B,RAC1,RAC3,RHOA,APC2,WNT1,PPP3R1,GPC4,WNT7A,NLK,AXIN2,CSNK2A1,NOTUM,MYC,FZD8,WNT9A,NFATC2,FZD10,FZD1,SKP1A,CAMK2A,DKK1,CAMK2D,MAPK9,CCND2,PLCB3,SMAD3,DVL2,TBL1XR1,WNT10B,DAAM2,FZD5,RUVBL1,CSNK2B,WNT3,PLCB1,DVL1,WNT3A,RBX1,WNT9B,NFATC4,JUN,PRICKLE1,CACYBP,PLCB2,TCF7,WNT10A,CER1,NFATC3,RAC2,SMAD4,DVL3,SOX17,FRAT2,WNT2B,INVS,LRP6,WNT8B,FZD6,SIAH1A,WNT11,TBL1X,BAMBI,WNT7B,CUL1,PRICKLE2,CSNK2A2,PLCB4,CSNK1A1,WNT5A,WNT5B,LRP5,SOST,FZD9,PPARD,FBXW11,MAPK10,CSNK1E,ROCK2,MAP3K7,WNT16,SENP2	0.0245226547078216
NOD-like receptor signaling pathway	UP	1.86484386183767	2285	35	13027	35	0.00195237784056024	ANTXR1,BIRC2,GABARAP,TNFAIP3,RBCK1,IKBKG,TYK2,DNM1L,MAPK14,ATG16L1,MAP3K7,XIAP,GABARAPL1,CARD9,NLRP3,PSTPIP1,NLRP12,ITPR3,TAB3,BCL2L1,PRKCD,IRAK4,MAPK13,CTSB,PLCB1,GABARAPL2,MAPK10,IRF7,SUGT1,HSP90AB1,RNF31,NFKBIA,NOD1,RELA,IKBKE,ITPR1,TANK,P2RX7,MAPK8,CYBA,TRAF3,CXCL1,ANTXR2,TAB1,JAK1,CASR,MYD88,RIPK1,CASP8,PLCB4,TBK1,NEK7,HSP90AA1,FADD,TXNIP,BRCC3,TICAM1,MAVS,TRAF2,IFNAR1,MAPK3,CASP1,STAT1,TMEM173,PANX1,CYBB,TRPM7,MEFV,CCL5,RHOA,TAB2,GPRC6A,JUN,CHUK,ATG12,MFN1,PLCB2,BCL2,TRIP6,NOD2,PYCARD,MCU,TXN2,NFKB1,BIRC3,IKBKB,TRAF6,ITPR2,SHARPIN,PLCB3,MAPK9,NLRX1,VDAC1,ATG5,TXN1,MAPK12,MAPK11,MFN2,MAPK1,DHX33,RIPK2,VDAC2,NLRP1A,TRP53BP1,NAMPT,TRPM2,VDAC3	0.0260437552122173
Base excision repair	DOWN	2.15153859527121	3595	19	13027	19	0.00200777848552336	HMGB1,POLE,POLD1,POLE2,NEIL3,PARP1,APEX1,FEN1,TDG,UNG,POLD2,PCNA,MUTYH,PARP2,XRCC1,LIG1,APEX2,POLD3,POLB,POLE3,SMUG1,MPG,POLE4,OGG1,MBD4,LIG3,POLL,PARP4,POLD4,PARP3,NTHL1,NEIL1	0.0260437552122173
Fat digestion and absorption	UP	1.76808531265148	6189	21	13027	21	0.00206526007175778	ABCA1,PLPP3,ABCG8,DGAT1,PLPP1,MTTP,APOA4,MOGAT2,PLA2G12A,APOB,PLA2G1B,PLPP2,CD36,DGAT2,CEL,PLA2G3,PNLIPRP1,AGPAT1,NPC1L1,ABCG5,FABP2,APOA1,GOT2,SCARB1,SLC27A4	0.0260452242382787
Protein digestion and absorption	DOWN	2.4511091305209	1485	19	13027	19	0.00240621506433703	COL4A1,COL4A2,SLC9A3,COL11A1,COL6A6,COL10A1,ATP1B2,COL15A1,COL12A1,COL1A1,COL6A3,ATP1B3,COL14A1,COL17A1,ATP1A3,COL6A1,SLC8A1,KCNJ13,COL9A1,COL1A2,COL9A3,ATP1A1,COL2A1,ATP1B4,MME,COL9A2,SLC16A10,KCNK5,ATP1B1,SLC1A5,XPNPEP2,SLC6A19,CPA1,SLC1A1,COL13A1,COL27A1,COL4A6,SLC8A3,SLC8A2,COL6A4,COL6A5,SLC7A9,COL7A1,SLC7A7,COL24A1,COL22A1,SLC36A1,ATP1A2,PRCP,MEP1B,2210010C04RIK,CELA2A,PRSS2,TRY4,CELA3B,CTRB1,KCNQ1,GM10334,CPB1,CPB2,CTRL,SLC7A8,MEP1A,SLC38A2,COL6A2,ACE2,SLC3A2,SLC3A1	0.0289157500810397
Metabolic pathways	DOWN	1.13892204477341	5340	472	13027	472	0.00245132893916944	TK1,MRI1,DNMT3A,DNMT3B,RRM1,NNT,GATM,MSMO1,ACSBG1,RRM2,NAT8L,ALDH1A2,STT3B,ACLY,POLA1,POLE,POLD1,BPGM,DCK,UGT8A,SYNJ1,ACSL6,UPP1,HK1,SQLE,POLE2,XYLT1,TPH2,OTC,ALAS2,GNE,NAPRT,ENPP1,PGM1,GBE1,NMRK2,DHCR24,UGT2A1,HIBADH,MTMR2,ST6GALNAC3,ACACA,GALNT2,PRIM1,DCTD,GPHN,B4GALT2,PCCA,PCYT2,HPD,ACO2,ATP5A1,GGT7,NADSYN1,IDI1,GBGT1,ETNK2,ACSL3,PRIM2,ST6GAL2,TRIT1,HADHA,GALK1,PAFAH1B3,GCH1,ASNS,PGAP1,DGKB,CAD,GM4737,NAMPT,CYP26B1,SARDH,AOX1,APRT,CS,DLAT,ALDH7A1,PGM3,MAN1A2,SAT2,MVK,MTHFD1,FDPS,B4GALNT4,ADA,NMNAT1,AGPS,PLA2G6,SEPHS1,GLCE,DNMT1,ASMT,ATP6V0B,LAP3,POLA2,ALDH4A1,UQCR10,TYMS,SRR,PI4KA,ATP5G3,CERS6,LSS,CHKA,RIMKLB,THTPA,CMAS,AGPAT4,HSD17B10,GANAB,PLD3,NSDHL,ANPEP,ACSBG2,HMGCR,CKMT1,DCTPP1,CERS2,FASN,ADH5,COX6C,TSTA3,ACADVL,MVD,POLD2,GFPT1,PNP2,RDH12,SRM,REV3L,THA1,PGAM1,AOC3,DHCR7,SUCLG1,MCAT,DGKQ,NT5C2,MAT1A,ALG6,EXTL2,DDOST,MAN2A2,DEGS1,ODC1,AGMAT,B3GALNT2,SUCLA2,UMPS,ATP6V0A2,PDXK,ACAA2,POLR2G,ACADS,PIGQ,ENOPH1,CYP27A1,MTMR14,GATC,HMBS,GPT,GGT1,DUT,PSPH,UQCR11,ACY1,AGPAT3,DSE,UGT1A5,CYP51,TKTL2,COX5A,IDH2,PTDSS2,GYG,PYCR2,MDH1,IMPDH2,ACO1,ACOX1,NDUFA3,MDH2,FLAD1,PIGU,RPN2,DHRS3,POLG2,PCYT1B,FH1,NDUFB6,NDUFB9,DBT,PGP,PLPP3,GOT2,ACP1,PHGDH,GAD2,COX5B,PGAM2,RDH10,GLS,UQCRC1,IDH3B,NANS,SPTLC2,HGD,MGLL,ATP6V1A,ACOX3,TPI1,SHMT2,COX8A,GMDS,ATP5H,NDUFS4,SMPD4,ATP5B,ACOT1,UGCG,ATP5O,GK,PTDSS1,GPAT4,CHDH,B3GALT2,AKR1A1,PLCG1,MAOB,HEXDC,HDC,AK9,ST3GAL2,COX6B1,MGAT4C,PYGL,ATP6AP1,GALE,TKT,NDUFS8,PAPSS1,PDHB,GALNT5,NDUFB4,BCO1,PAFAH1B1,NDUFA8,B3GAT1,ATP6V1B2,GALNT14,UQCRQ,NDUFV3,HSD17B12,SDHD,UGP2,HYKK,DAO,PCX,SUCLG2,ATIC,UQCRC2,RDH8,GBA2,BPNT1,COQ5,UQCRH,ABAT,GFPT2,INPP1,PGLS,COX10,NME2,MBOAT1,CYC1,SHMT1,AGK,ALPL,NDUFA11,SMPD2,ALDH3A2,SMPD3,HSD17B4,NDUFS2,STT3A,PLCD1,PLCD4,GSS,FKTN,GYS1,MGAT3,B3GALNT1,PYGM,ALAD,HADHB,SLC33A1,POLD3,UCKL1,GAD1,MTR,NDUFB11,POMGNT1,AHCYL2,MGAT5B,ENO2,NDUFV2,COX15,ATP5E,GPAM,PLA2G3,MAN1B1,PSAT1,NAGLU,B4GAT1,HSD17B7,GRHPR,OGDH,CHPT1,MAN1C1,ISPD,PCCB,PIGO,COX6A2,AFMID,AUH,ALDH9A1,GCLC,DHFR,NDUFA5,COX7B,PIP5K1A,CHST8,SC5D,CYP1A1,FAM213B,LTA4H,POLG,POLR3B,PNMT,PTGES3,POLR2A,SPHK1,INPP5A,FAHD1,HADH,PDHX,RPN1,MCCC1,ASL,BDH2,PGM2,MTMR4,ACSL1,HMGCS1,BAAT,PLA2G1B,HPSE,GAL3ST1,ATP6V0E,AASS,GLUL,COX4I1,MTHFR,HLCS,TUSC3,NDUFA6,MPI,AKR1B3,DPAGT1,HSD3B7,ACP2,GALNT10,PLPP1,LDHA,C1GALT1,GALNT3,IMPAD1,HMGCLL1,GAMT,PLA2G4A,DHRS4,PLCH2,NDUFA4,GOT1,IDH3A,H6PD,MTM1,ATP5J2,CERS4,UGDH,MINPP1,CYP2J6,NAT2,GNS,BLVRB,ATP6V0C,ATP5J,BCKDHB,POMT2,NDUFA10,TH,B3GNT5,ST6GALNAC5,AMDHD1,GGT5,MAT2A,PIGK,PTGES2,CKM,DOLK,ADK,ATP5D,CYP3A11,EPRS,UROD,MTAP,COX7C,ACADL,ATP5F1,NDUFA7,GALNT12,NDUFAB1,EBP,IDO2,NDUFB3,OCRL,BCKDHA,GCSH,ADPGK,HPRT,ST3GAL3,PFKL,CYP19A1,CMBL,CNDP1,MGAT5,GLDC,AK1,UPRT,FDFT1,UQCRB,CSGALNACT1,NDUFB7,LPCAT2,PLD2,MPST,UQCRFS1,GMPS,DLD,POLR2E,UAP1,ARSB,PPCDC,ADSS,PTGDS,FUT8,ME3,CYCS,POLR2H,GMPPA,CYP7A1,PMM1,NDUFB10,NT5C1B,HYAL2,PLCB3,PHYKPL,NDUFA12,MTMR6,INPP5J,NME3,ADO,ATP6V1G1,PTGS2,IDNK,MAN1A,PON2,PIGA,GALC,NT5M,DEGS2,POLR3GL,ITPA,AK5,NDUFA9,PCK1,ALG10B,TDO2,ACSS2,DDC,ATP5C1,PIK3C2A,TYR,AGL,CKB,POLE3,ALDH5A1,NDUFB8,GPAA1,ATP6V1F,NDUFC1,CKMT2,NT5C3,MTMR1,ATP6V0D1,OAT,POLR1D,POLR2B,POLR2I,LIPT2,MAOA,PIGM,PLCB1,PCYT1A,GUSB,EPHX2,PIP5K1C,GAPDHS,ATP5L,LAMA5,NDUFA13,DGKZ,DGKI,LPIN2,NDUFS3,MGAT2,PAPSS2,TM7SF2,FKRP,UGT1A1,FPGS,GAPDH,EXT1,CERS5,HAO2,GSTZ1,MCCC2,G6PDX,DTYMK,GLT28D2,MTMR7,ECHS1,EHHADH,MTHFD1L,CTPS,ATP6V0A1,TMEM5,AMPD2,PIGN,TPK1,TPO,PMVK,CDS2,IDH1,AGXT,CHPF,NDUFA1,QARS,HYAL6,IVD,B4GALNT1,ALG2,SEPHS2,HMOX1,CYP2J5,CRLS1,MLYCD,PIGV,GALNT11,ALDOC,CPS1,B3GNT2,TBXAS1,HSD11B1,GUK1,TKFC,CMPK1,POLR3H,CBR1,NAGK,PLCD3,PIPOX,CHIA1,GALNT13,ST3GAL5,GALNT18,INPP5K,ENPP7,EXT2,COX11,POLE4,FBP2,SCP2,NDUFA4L2,PIGT,PLD1,FECH,MGAT4A,XDH,PKM,CYP21A1,GLB1,SPHK2,GPI1,PTGS1,AMPD1,ACAD8,DAD1,MUT,POLR2L,LDHB,PRPS1,KL,ENO1B,NAGS,CYP24A1,POMT1,LPCAT1,ATP6V1E1,ALAS1,LCT,ASS1,B4GALT7,NDUFS5,EXTL3,ALOX5,CDS1,DGKD,NDUFV1,POMGNT2,PPCS,COQ7,AMD1,TAT,PLCB2,UPP2,CYP11A1,POLR1A,NME4,B3GNT3,CSGALNACT2,LIPT1,ZNRD1,ENPP3,AMPD3,PLPP2,ALPI,CPOX,SAT1,AGPAT5,MTHFS,CYP27B1,ATP6V1D,COQ2,ETNPPL,ALG8,DMGDH,PDHA1,SDHC,CEPT1,TYRP1,LAMA3,CTH,SMS,PNPO,GNPDA1,ALDOA,ASAH2,TPH1,CYCT,LIPG,ASPA,AADAT,PFKP,PAFAH1B2,PFKM,POLR2C,G6PC,AMACR,CSAD,PIP5KL1,HK2,NDUFC2,ATP6V1H,HSD17B1,GCNT2,FUT9,COQ6,SPR,LAO1,B3GALT1,ALG3,ITPKC,CYP4F18,PPAT,POLR1E,ITPKB,BLVRA,LPIN1,PIGH,AANAT,MTHFD2,PIGP,PIK3C3,NT5C3B,UGT2B1,RGN,GALNT1,ST8SIA5,ISYNA1,HEXB,POLR3D,SDS,BTD,HGSNAT,SGMS1,NDUFB2,PGD,CHPF2,POMK,PLB1,IMPA1,FBP1,PRDX6,ALG12,GALNT16,UGT2A2,COMT,DGAT1,NANP,CMPK2,NT5C1A,ACAT1,GANC,SPTLC1,HSD17B3,POLR2J,NDUFA2,PIGS,B4GALT1,ALLC,MMAB,POLR1B,TRAK2,EARS2,HYAL5,PNP,URAH,SIS,PFAS,CD38,OXSM,AK7,AK8,IDH3G,PIP5K1B,AOC1,RDH11,ME1,G6PC3,POLR1C,HPSE2,DPM1,CYP17A1,AGPAT1,AMT,DPYS,NOS1,FPGT,MGAT1,NDUFS6,PNPLA2,PHOSPHO1,UGT1A2,DBH,PIGW,PPT1,SDHB,PI4KB,ACSL5,ATP6V1C1,PLA2G4C,ST8SIA1,B3GALT4,SGMS2,ENO3,RPIA,LIAS,ALG9,GGPS1,HAAO,NME7,PNLIPRP1,PLCE1,CNDP2,GATB,ST3GAL1,DCT,GCNT4,PIGL,ACER2,ALOX8,ADSSL1,RRM2B,NADK,ACP5,KDSR,SORD,NDST1,AGPAT9,PYCRL,LPCAT4,CYP8B1,POLR3A,GNPDA2,GYS2,FUT7,ATP6V1C2,AKR1D1,NDUFS7,CEL,HAO1,GLYCTK,GADL1,H2-KE6,DHODH,GMPPB,CHSY1,DCXR,G6PC2,UAP1L1,PHOSPHO2,ACMSD,PTGIS,MBOAT2,DGAT2,RFK,PLCB4,B4GALT3,CYP2R1,TALDO1,POLR2F,POLR3G,ALDH3B1,ACAA1A,NME6,LIPC,CYP2U1,HAL,IPPK,CBS,UOX,INPP5E,ST3GAL4,NDST4,AMY2A3,POLD4,B4GALT4,WBSCR17,GALM,POLR2D,UCK2,PLCG2,DGKE,APIP,ACADM,SCLY,NUDT12,HIBCH,PGS1,ITPK1,ACACB,INPP4A,SGSH,PAICS,P4HA3,MCEE,B4GALNT3,INPP4B,ALG14,HMOX2,ACOT4,ADSL,ALDH18A1,COQ3,DPM3,PIK3C2B,ACOT8,PANK1,FTCD,PPOX,GDA,PRODH2,SMPD1,ALG5,POLR3F,SDHA,COASY,IPMK,PLD4,PLA2G12A,HSD3B6,B3GALT6,NT5E,ACSS3,PAH,MGAT4B,GALT,PANK4,PI4K2A,NDUFS1,TWISTNB,NDUFB5,UROS,ALDH3B2,GART,ALG11,KMO,B3GAT3,ARG1,PKLR,GALNT7,B3GAT2,PANK2,GCDH,AK2,PLA2G7,GCK,COX8B,ETNK1,MOCS1,GAA,MTMR3,PRODH,RPE,CDIPT,GALNT4,GCLM,DPM2,HMGCL,ALDOB,SUOX,POLR3C,ALDH6A1,DLST,LCLAT1,GALNT6,UROC1,NTPCR,PISD,FUK,ALG1,INPP5B,XYLT2,ACSL4,ASAH1,ADI1,UCK1,AGXT2,ACSS1,FAH,NMRK1,C1GALT1C1,HOGA1,PTGES,CHST10,OLAH,P4HA1,POLR3K,PIGF,BDH1,KHK,CDO1,PIGC,BCAT1,ARG2,NMNAT2,GALNS,UPB1,CYP3A13,PI4K2B,MECR,PEMT,CRYL1,KYNU,PIGX,ALDH2,AK4,P4HA2,PLA2G16,PTS,GBA,DPYD,ST6GALNAC6,IDUA,QDPR,ACADSB,PIGB,PRPS2,HYAL4,IDS,MAT2B,XYLB,MOCS2,SGPL1,UXS1,NADK2,NFS1,QRSL1,GLUD1,PPT2	0.0289157500810397
Gastric acid secretion	DOWN	1.55296428056042	5903	38	13027	38	0.00257729041249999	ATP1B2,ATP1B3,ADCY3,SLC4A2,ATP1A3,KCNK10,PRKCB,SLC9A1,MYLK4,CAR2,GNAQ,PRKCA,ITPR1,KCNJ2,ATP1A1,PRKACA,PRKACB,CAMK2G,CALM2,ADCY8,ATP1B4,ADCY5,CAMK2B,ACTB,KCNJ1,ADCY1,KCNJ10,ATP1B1,ADCY9,CAMK2A,CAMK2D,PLCB3,ITPR2,CHRM3,SSTR2,MYLK,GNAS,PLCB1,CFTR,KCNJ15,PLCB2,KCNJ16,ATP1A2,KCNK2,GNAI1,ADCY6,EZR,KCNQ1,SST,PLCB4,ADCY2,HRH2,GNAI2,ITPR3	0.0289157500810397
TNF signaling pathway	UP	1.55347755044047	4692	47	13027	47	0.00258635446361744	BIRC2,CREB3L1,IL18R1,MAP3K5,PIK3CB,CFLAR,TNFAIP3,VCAM1,BCL3,IKBKG,PIK3R3,DNM1L,MAPK14,MAP3K7,BAG4,TAB3,MAPK13,FAS,CEBPB,ATF4,MAPK10,MAP2K1,NFKBIA,RELA,ITCH,TNFRSF1B,FOS,CREB1,MAPK8,MAP2K4,PIK3R1,SOCS3,JUNB,TRAF3,CXCL1,AKT3,CREB3L3,CXCL10,ATF6B,TNFRSF1A,TAB1,CASP7,RIPK1,CASP8,AKT2,FADD,MAP3K14,TRAF2,MAPK3,MMP9,DAB2IP,PGAM5,EDN1,MAP2K7,LTA,MLKL,CCL5,PIK3CD,TAB2,JUN,CHUK,CREB3L4,NOD2,ATF2,AKT1,NFKB1,MAP3K8,BIRC3,IKBKB,CREB3L2,PTGS2,MAPK9,PIK3CA,RPS6KA4,TRADD,MAPK12,MAPK11,CREB5,MAPK1,MMP14,PIK3R2,MAP2K6,CASP3,CSF1	0.0289157500810397
NF-kappa B signaling pathway	UP	1.55626215480358	5142	43	13027	43	0.00263176217304273	BIRC2,BLNK,CFLAR,TNFAIP3,VCAM1,IKBKG,MAP3K7,XIAP,TNFSF11,UBE2I,CARD11,SYK,TAB3,BCL2L1,IRAK4,CSNK2A2,NFKBIA,RELA,GADD45B,MALT1,CCL4,LBP,BTK,TRAF3,PLCG1,ERC1,CD40,TNFRSF1A,PLCG2,TAB1,LYN,MYD88,RIPK1,TNFSF14,TIRAP,LCK,CARD10,MAP3K14,IL1R1,IRAK1,TICAM1,TRAF2,TRIM25,PLAU,BCL10,LTA,TNFSF13B,TAB2,NFKB2,ZAP70,CHUK,CARD14,BCL2,NFKB1,BIRC3,IKBKB,CXCL12,PIAS4,CCL19,CSNK2B,PRKCB,TRAF6,PTGS2,RELB,PRKCQ,TRADD,CSNK2A1,ATM,PIDD1,PARP1	0.0289157500810397
Hippo signaling pathway	DOWN	1.32759078348004	6393	86	13027	86	0.00267502533789354	TCF7L2,TGFBR2,BIRC5,CTNNB1,YWHAB,TGFBR1,WNT6,NKD1,ACTG1,YWHAG,AXIN1,FZD2,PPP2R1A,GSK3B,SMAD1,YWHAZ,CTNNA2,LEF1,PARD6A,WWC1,CCND1,TCF7L1,APC,FZD4,SOX2,FZD7,TGFB3,ID2,BMPR2,CRB1,CTNNA1,WTIP,BMP7,LLGL2,FZD3,WNT4,TEAD1,PPP2R2B,AJUBA,SCRIB,YWHAE,TEAD3,ACTB,DLG4,APC2,WNT1,PARD3,PPP2R2C,WNT7A,AXIN2,SNAI2,PPP2R2A,TRP73,SMAD2,LATS2,PPP2CA,FGF1,MYC,FZD8,GLI2,WNT9A,FZD10,AMH,FZD1,CCND2,FRMD6,BMP4,SMAD3,PRKCI,DVL2,LLGL1,WNT10B,PRKCZ,FZD5,PPP1CC,RASSF6,YAP1,WNT3,DVL1,PPP2R2D,WNT3A,RASSF1,AMOT,PPP1CB,TEAD4,WNT9B,BMPR1B,ID1,BMP2,BMP5,LIMD1,SMAD7,TCF7,MPP5,BMPR1A,WNT10A,CDH1,SMAD4,TRP53BP2,GDF6,DVL3,STK3,WNT2B,PPP1CA,DLG2,WNT8B,FZD6,GDF5,WNT11,CTGF,CSNK1D,ITGB2,WNT7B,TGFB1,DLG1,WNT5A,WNT5B,DLG3,FZD9,LATS1,MOB1A,NF2,TGFB2,FBXW11,SERPINE1,CSNK1E,PARD6B,WNT16,SAV1,PPP2CB,PARD6G,BIRC2	0.0289157500810397
Tight junction	DOWN	1.34966846249482	6080	80	13027	80	0.00291656131408202	MYH10,MYH9,PRKAG2,ACTN4,TUBA1C,CLDN4,ACTG1,MAPK8,TUBA1B,OCLN,ARHGEF2,RDX,PPP2R1A,MSN,CLDN19,RAB8B,ITGB1,TJP1,PCNA,TUBA1A,ACTR3,PARD6A,SRC,CCND1,RAPGEF6,PRKAB1,MYH4,CLDN14,PRKACA,AMOTL2,PRKACB,CACNA1D,JAM3,CTTN,CDC42,MAGI1,LLGL2,CLDN20,MYH1,RAB13,PPP2R2B,SCRIB,RAC1,HSPA4,RHOA,ACTB,PRKAA2,PARD3,PPP2R2C,MPP4,TUBA8,MYH11,CGNL1,RAB8A,TIAM1,MPDZ,PPP2R2A,MARVELD3,PPP2CA,PRKAG1,MYL12A,ACTN1,CLDN7,TJP2,MAPK9,ROCK1,TJAP1,WASL,PRKCI,LLGL1,TJP3,CLDN11,PRKCZ,MICALL2,MYL6,SYMPK,PPP2R2D,CDK4,CLDN8,BVES,CFTR,AMOT,JUN,RAP1A,ACTR2,MPP5,CLDN24,RAPGEF2,NEDD4L,CLDN15,MAP2K7,ERBB2,DLG2,WAS,CLDN1,EZR,WHAMM,SLC9A3R1,F11R,RAP2C,DLG1,CLDN5,CLDN23,PRKAA1,VASP,ARHGEF18,DLG3,PRKAB2,CRB3,CGN,RUNX1,NF2,CLDN10,EPB41L4B,IGSF5,MAPK10,ARHGAP17,MAP3K5,PARD6B,ROCK2,PRKCE,MARVELD2,PPP2CB,PARD6G,MYL9,JAM2,STK11	0.0306055779141886
Complement and coagulation cascades	UP	1.50476897689769	6060	42	13027	42	0.00296617935732224	TFPI,PROS1,F10,F2R,C5AR1,CFH,CD46,C1QC,C1QB,PLAUR,SERPINE1,C8G,MBL2,CLU,BDKRB2,THBD,A2M,F3,SERPINA1B,F9,SERPIND1,ZP3R,C3,SERPINC1,CFB,ITGAX,CPB2,KLKB1,ITGB2,SERPING1,SERPINF2,C7,F13A1,C8B,F2,C9,PLAU,VTN,F2RL2,F7,C8A,PLG,PROC,FGB,CFI,FGG,VWF,F2RL3,C4B,FGA,HC,MASP1,PLAT,F5,MASP2,C1RA,F8,C6,KNG1,CD59A	0.0306055779141886
