Gene_Set	Direction	Enrichment	n	b	N	B	p.value	Driver_Genes	adj.p.val
Phospholipase D signaling pathway	UP	1.51164011503172	4612	66	12042	66	0.000358302447993175	LPAR4,PLPP2,DNM1,KITL,GAB1,SPHK2,MRAS,PIK3R3,PLA2G4C,PDGFA,F2R,AKT3,PLPP3,PIP5K1C,CYTH3,GNA13,FYN,EGFR,DGKB,PLCG1,KIT,PTK2B,GNA12,TSC1,PIK3R5,ADCY8,CXCR2,DGKD,CYTH2,ADCY2,CYTH4,SYK,DGKQ,PLD1,LPAR6,PLA2G4A,RHOA,PDGFRA,AKT1,SOS1,ADCY1,RAPGEF3,RRAS2,PDGFRB,FCER1G,GRM5,HRAS,PIP5K1B,PIP5K1A,SHC3,LPAR2,DGKI,PDGFB,PIK3CA,RAF1,PLCG2,AVPR2,GAB2,SPHK1,GRM4,GRM3,PIK3CD,PIK3R1,PRKCA,RHEB,ADCY9,PLCB1,GRB2,ARF1,AVPR1A,PLD2,AGTR1A,PIK3CB,GNAS,DNM3,RAPGEF4,RALB,PDGFC,INSR,DGKZ,PIK3R6,PIK3CG,GRM7,DNM2,LPAR3,PLCB4,RRAS,PTGFR,ARF6,AGPAT5,MAPK3,GRM8,ADCY5,SHC1,SOS2,PTPN11,INS1,TSC2,DGKE,PLPP1,AGPAT1,LPAR1,SHC2,MAP2K2,AKT2,MAPK1,KRAS,AGPAT4,AGPAT3,RALA,MAP2K1,ADCY6,PLCB3,MTOR	0.00299912419431324
Non-homologous end-joining	DOWN	7.31591737545565	823	6	12042	6	0.000549983581231706	XRCC5,RAD50,MRE11A,FEN1,XRCC6,PRKDC,XRCC4,POLL,LIG4,NHEJ1,DNTT,DCLRE1C	0.00451986506757693
NOD-like receptor signaling pathway	UP	1.99029711441238	1978	34	12042	34	0.000665080997390488	P2RX7,TRIP6,IRAK4,TRAF3,TANK,NFKBIA,BRCC3,TYK2,IKBKG,HSP90AA1,NLRP3,RBCK1,BIRC2,IRF7,CYBA,TXNIP,PSTPIP1,IFNAR1,MYD88,NOD1,ITPR1,ANTXR2,CARD9,TMEM173,RELA,CYBB,TAB3,IKBKE,BCL2,MAPK12,CASP1,ITPR3,IL1B,DNM1L,RIPK2,PRKCD,RHOA,MAP3K7,TNFAIP3,RIPK1,CASR,CXCL1,NOD2,MAPK11,NFKB1,BCL2L1,STAT1,TRAF6,ATG12,NLRP12,CTSB,RNF31,TRAF2,TRPM7,ANTXR1,NLRP1A,TAB2,PANX1,PLCB1,DHX33,FADD,MCU,MAPK10,MAPK13,CASP8,ATG16L1,SUGT1,TBK1,GABARAPL2,MEFV,CHUK,PLCB4,GABARAP,GABARAPL1,TRPM2,MAPK3,XIAP,PYCARD,JAK1,TICAM1,MAPK14,MAVS,HSP90AB1,SHARPIN,VDAC1,TXN2,NEK7,ATG5,MAPK8,MAPK9,TRP53BP1,MFN1,VDAC2,IKBKB,TXN1,JUN,NLRX1,MAPK1,NAMPT,VDAC3,TAB1,MFN2,ITPR2,PLCB3	0.00528011377921782
Focal adhesion	UP	1.36862293824319	5214	96	12042	96	0.00067266036525937	PPP1R12B,PGF,ACTG1,PIK3R3,ITGA7,THBS1,PDGFA,PARVB,BCAR1,SRC,AKT3,PIP5K1C,ZYX,CAPN2,COL6A4,FYN,EGFR,LAMA4,BIRC2,PPP1R12C,PARVG,ARHGAP35,VAV1,PTK2,CDC42,RAC2,ITGA6,PXN,CAV2,HGF,BCL2,FLNC,PAK3,MYLK4,MYL9,RAPGEF1,COL9A1,PAK6,RHOA,ILK,PDGFRA,CTNNB1,IGF1,PAK2,AKT1,ITGB4,SOS1,LAMB3,PPP1CC,ELK1,CAV1,PDGFRB,ARHGAP5,HRAS,VEGFA,MYLPF,ITGB3,LAMC2,COL9A3,VEGFC,SHC3,COL2A1,MYL12A,KDR,PDGFB,PIK3CA,COL6A6,RAF1,BAD,CCND1,CCND2,VASP,ITGA3,ITGA2,PAK1,PIK3CD,BRAF,PIK3R1,MYLK,ITGA4,PRKCA,RAC3,PPP1R12A,CRK,RELN,GRB2,LAMB1,ITGA1,PAK7,PPP1CB,PRKCB,ACTN1,VAV2,IGF1R,TNC,ITGB8,PIK3CB,THBS3,MAPK10,ITGA11,GSK3B,RAP1B,ITGB1,THBS2,COL4A6,LAMB2,COL1A2,PDGFC,CRKL,TLN2,ITGA9,ITGB6,COL6A3,FLNB,FLT1,FN1,ITGB5,ITGA8,VWF,MAPK3,TLN1,ERBB2,XIAP,COL6A2,SHC1,LAMA3,RAC1,PTEN,LAMA5,SOS2,RAP1A,ROCK2,FLT4,LAMC1,COL4A2,COL6A1,VCL,ITGAV,COL4A1,MAPK8,MAPK9,LAMA2,PAK4,VTN,ROCK1,COL1A1,PPP1CA,VEGFB,JUN,SHC2,VAV3,AKT2,MAPK1,DOCK1,FLNA,ACTN4,MAP2K1,PDPK1,PARVA,MET,TNR,ITGA5	0.00528011377921782
Protein processing in endoplasmic reticulum	DOWN	1.51356067229438	3949	68	12042	68	0.000677536723881933	ERO1LB,MAN1A,STT3B,GANAB,PRKCSH,UBE2J1,MBTPS2,MAN1B1,ERO1L,OS9,RAD23B,TRAF2,TRAM1,RRBP1,TUSC3,UGGT1,PDIA3,P4HB,RAD23A,PREB,CAPN1,SVIP,ERN1,DNAJC5,EDEM3,FBXO6,YOD1,SEC62,MAN1A2,DDOST,UFD1L,RPN1,RPN2,UBE4B,CALR,CANX,BAG2,LMAN2,MBTPS1,SAR1B,PDIA4,SEC24D,SEC61A1,MARCH6,SKP1A,LMAN1,SEC13,SSR4,EIF2AK4,DNAJB11,EIF2AK3,MAPK9,DAD1,EIF2AK2,MAPK8,XBP1,UBE2G1,PDIA6,AMFR,STT3A,HERPUD1,SEC61G,HSP90AB1,EIF2S1,MOGS,DNAJC1,HSPA8,DNAJC3,VCP,PLAA,UBE2G2,HYOU1,UBXN6,DNAJB12,HSP90B1,SSR2,NSFL1C,SSR1,CKAP4,SEC24C,DNAJC10,STUB1,WFS1,EIF2AK1,SSR3,SEC24B,NGLY1,DDIT3,UBE2D2A,DNAJB2,SEC31A,BCAP31,EDEM1,HSPBP1,UBQLN4,ERLEC1,MAP2K7,RNF5,CRYAA,BAX,SEC63,SEL1L,RBX1,ATXN3,MAN1C1,SEC24A,BAG1,PARK2,SYVN1,HSP90AA1,MAPK10,UBE2J2,HSPA4L,DERL1,DNAJA2,DERL2,MAP3K5,SEC23B,HSPA5,NPLOC4,TXNDC5,SEC23A,RNF185,NFE2L2,ATF6B,SIL1,DNAJB1,EDEM2,ATF4,ATF6,DNAJA1,CUL1,BCL2,CAPN2,HSPA1L,HSPA1B,CRYAB	0.00528011377921782
ABC transporters	DOWN	3.58108643933386	1261	12	12042	12	0.00070483000021615	ABCD2,ABCC10,ABCG5,ABCB8,ABCB7,ABCA5,ABCC1,TAP2,ABCD3,ABCA4,ABCB11,ABCC5,TAP1,ABCA1,ABCA3,ABCC2,ABCG8,ABCC9,ABCA12,ABCB10,ABCC3,CFTR,ABCB6,ABCD4,ABCG4,ABCC12,ABCC8,ABCB1A,ABCB9,ABCG2,ABCD1,ABCC4	0.00539971457792711
Drug metabolism - cytochrome P450	DOWN	2.83392469225199	2762	13	12042	13	0.000767238034719564	UGT2A1,UGT1A2,GSTA4,MAOA,FMO9,GSTT3,UGT1A5,FMO5,GSTK1,MAOB,ALDH3B1,GSTT1,ADH5,UGT2A2,UGT2B1,MGST3,AOX1,UGT1A1,FMO3,GSTM4	0.00577985986155405
Chemokine signaling pathway	UP	1.43414053195713	5038	72	12042	72	0.000900404862875681	PIK3R3,BCAR1,PPBP,SRC,AKT3,GNB2,NFKBIA,CXCR3,GNAI1,CXCL12,CCL4,IKBKG,NCF1,WASL,CCR4,CXCR4,CCR9,CXCL5,CCL19,PTK2B,VAV1,PTK2,GRK6,CDC42,RELA,GNG2,RAC2,PXN,ADCY8,CXCR2,HCK,ADCY2,RASGRP2,CXCL13,GNG5,CXCR5,PRKCD,CXCL10,RHOA,ARRB1,AKT1,CCL25,SOS1,GRK5,ADCY1,HRAS,CXCL1,CCL20,NFKB1,STAT1,SHC3,PREX1,JAK2,PIK3CA,LYN,RAF1,GRK1,PRKCZ,CCL11,PAK1,PIK3CD,BRAF,PIK3R1,CCR3,ADCY9,ITK,CRK,PLCB1,GRB2,DOCK2,PRKCB,ELMO1,VAV2,PIK3CB,ARRB2,GSK3B,GNB5,RAP1B,GNG13,WAS,CCR6,GNB3,CCR7,CCR5,PARD3,CRKL,GNG3,FOXO3,GNG10,CHUK,PLCB4,GSK3A,PRKACA,STAT3,GNAI2,MAPK3,ADCY5,SHC1,XCR1,RAC1,GNB1,SOS2,TIAM1,GNG4,RAP1A,ROCK2,CCL24,PRKACB,ROCK1,STAT5B,IKBKB,SHC2,VAV3,AKT2,MAPK1,KRAS,MAP2K1,ADCY6,PLCB3,GNG7	0.00667185242655423
Platelet activation	UP	1.75457756006855	2854	42	12042	42	0.000980367812334682	ACTG1,PIK3R3,PLA2G4C,LCP2,F2R,SRC,AKT3,RASGRP1,STIM1,GNA13,GNAI1,PTGS1,FYN,GNAQ,ARHGAP35,PTGIR,ITPR1,PRKG1,PIK3R5,ADCY8,MAPK12,ADCY2,ITPR3,SYK,P2RY1,RASGRP2,ARHGEF12,P2RX1,MYLK4,BTK,FERMT3,PLA2G4A,RHOA,APBB1IP,VAMP8,AKT1,GUCY1B3,ADCY1,GP1BA,PPP1CC,FCER1G,PRKG2,ITGB3,MAPK11,P2RY12,MYL12A,PIK3CA,LYN,PLCG2,VASP,PRKCZ,ITGA2,PIK3CD,PIK3R1,MYLK,GUCY1A3,ADCY9,PPP1R12A,PLCB1,PPP1CB,TBXAS1,PIK3CB,MAPK13,GNAS,RAP1B,TBXA2R,ITGB1,FGB,GUCY1A2,GP5,COL1A2,TLN2,PIK3R6,PIK3CG,FGA,GP9,PLCB4,VWF,PRKACA,GNAI2,MAPK3,TLN1,ADCY5,ORAI1,FGG,RAP1A,MAPK14,ROCK2,PRKCI,PRKACB,ROCK1,GP1BB,ARHGEF1,COL1A1,PPP1CA,SNAP23,AKT2,MAPK1,ADCY6,ITPR2,PLCB3	0.00714719759960123
Progesterone-mediated oocyte maturation	DOWN	2.44820074932474	1497	21	12042	21	0.00106468871360132	PKMYT1,MAD1L1,CDK2,CCNB2,MAD2L1,ADCY6,BUB1,CDK1,ANAPC1,CCNA2,PRKACA,ANAPC11,MAP2K1,ANAPC13,CDC27,ANAPC4,PDE3B,CCNB1,PLK1,KRAS,GNAI1,MAPK1,AKT2,PIK3R1,CDC25B,CPEB4,PRKACB,GNAI2,CCNB3,MAPK9,MAPK8,MAPK14,HSP90AB1,INS1,PIK3CA,RPS6KA1,ANAPC5,ADCY5,ANAPC7,ANAPC2,CDC16,MAPK3,MAPK12,MAD2L2,ADCY1,CDC23,IGF1R,CDC26,ADCY8,ADCY9,HSP90AA1,CPEB2,MAPK13,MAPK10,PIK3CB,ADCY2,ANAPC10,BRAF,PIK3CD,CPEB1,RAF1,IGF1,FZR1,MAPK11,ARAF,AKT1,RPS6KA3,AKT3,PIK3R3	0.0076387190245682
Wnt signaling pathway	UP	1.44719764011799	5085	66	12042	66	0.00110199352736562	AXIN2,SOST,WNT16,DVL3,PRICKLE2,VANGL1,MYC,LRP5,SOX17,VANGL2,WNT2B,FZD3,FZD7,WNT7A,NLK,TCF7L1,SFRP2,FZD5,SENP2,FZD10,TCF7L2,CAMK2D,FBXW11,NFATC4,CSNK2A2,LEF1,RAC2,DVL2,CUL1,CTNNBIP1,DAAM2,NOTUM,RHOA,CTNNB1,PORCN,CTBP2,WNT5B,MAP3K7,SFRP5,CSNK1E,APC2,WNT7B,CXXC4,PRICKLE1,DAAM1,CREBBP,SERPINF1,NFATC1,CCND1,CCND2,PPP3R1,LRP6,WNT10B,SIAH1A,FZD4,NKD1,INVS,PRKCA,CTBP1,RAC3,PLCB1,CAMK2G,FZD2,PRKCB,CSNK2B,PPP3CA,NFATC2,WNT11,BAMBI,MAPK10,GSK3B,SMAD4,WNT5A,RUVBL1,TCF7,RBX1,CSNK2A1,PSEN1,FZD6,FZD1,APC,FZD9,CHD8,PPARD,NFATC3,PLCB4,PRKACA,FZD8,AXIN1,WNT9A,FRAT2,TBL1X,RAC1,SMAD3,GPC4,CACYBP,ROCK2,DVL1,MAPK8,MAPK9,CAMK2B,CSNK1A1,PRKACB,SKP1A,TBL1XR1,CAMK2A,JUN,PLCB3	0.00778282928701969
Ras signaling pathway	UP	1.45797840732946	3851	76	12042	76	0.00133972800289073	PGF,FGFR1,FGF1,KITL,FGF2,GAB1,MRAS,RASGRP3,PIK3R3,PLA2G4C,EPHA2,PDGFA,AKT3,FGF6,RASGRP1,RASAL2,GNB2,CSF1,IKBKG,FGF18,EGFR,PLCG1,FGF21,PLA2G1B,FGF7,RGL1,CSF1R,KIT,FGFR3,RASSF1,CDC42,EFNA5,RELA,REL,GNG2,RAC2,FGFR2,HGF,EFNA1,RASGRP2,PLA2G3,PAK3,PLD1,GNG5,RIN1,PLA2G4A,PAK6,RHOA,PDGFRA,IGF1,PAK2,AKT1,SOS1,KSR1,PLA2G16,ELK1,RRAS2,PDGFRB,HRAS,VEGFA,RAPGEF5,STK4,NFKB1,BCL2L1,RASA2,VEGFC,SHC3,KDR,FASL,PDGFB,PIK3CA,RAF1,BAD,ZAP70,PLCG2,RGL2,ETS1,GAB2,PAK1,RASSF5,PIK3CD,PIK3R1,GRIN1,PRKCA,RAC3,GRB2,PAK7,PRKCB,RALBP1,IGF1R,PLD2,BRAP,PIK3CB,ABL2,MAPK10,GNB5,EFNA4,RAP1B,GNG13,RAB5C,CALML4,GNB3,FOXO4,NF1,TBK1,ANGPT1,RALB,PDGFC,INSR,ANGPT2,RASAL1,CALM2,EFNA2,GNG3,FLT1,RAB5A,GNG10,EXOC2,SYNGAP1,CHUK,FGF14,RRAS,ARF6,PRKACA,MAPK3,FGF13,PLCE1,SHC1,RASA3,RAC1,GNB1,SOS2,TIAM1,GNG4,PTPN11,INS1,RAP1A,FLT4,RASA1,MAPK8,MAPK9,ABL1,PAK4,PLA2G12B,PRKACB,IKBKB,NGFR,PLA2G12A,RAB5B,VEGFB,PLA1A,SHC2,MAP2K2,AKT2,MAPK1,KRAS,SHOC2,RALA,MAP2K1,GRIN2B,PLA2G6,MET,GNG7	0.00931626242010169
Steroid hormone biosynthesis	DOWN	2.19725656877898	3882	17	12042	17	0.00138667285405147	UGT2A1,HSD17B12,UGT1A2,HSD11B1,AKR1D1,SULT2B1,H2-KE6,CYP1A1,UGT1A5,HSD17B3,HSD17B7,COMT,SRD5A3,SRD5A1,UGT2A2,UGT2B1,HSD11B2,CYP3A13,UGT1A1,CYP7A1,SRD5A2,CYP21A1,CYP1B1,CYP3A11	0.00944480628994942
Ether lipid metabolism	DOWN	2.50581349980492	2563	16	12042	16	0.00143194455049156	PLA2G7,PLA2G6,CHPT1,ENPP6,PLB1,AGPS,PLD3,PAFAH1B1,PLA2G3,CEPT1,PAFAH1B3,PLA2G12A,PLPP3,PLA2G12B,PLPP1,PAFAH1B2,ENPP2,LPCAT2,LPCAT4,PLA2G1B,PLD1,LPCAT1,UGT8A,PLD2,GAL3ST1,PLA2G16,PLA2G4A,PLD4,PLA2G4C,PLPP2	0.00944480628994942
Neuroactive ligand-receptor interaction	UP	3.3902027027027	336	14	12042	14	0.00143693942920786	LPAR4,NPFFR2,P2RX7,ADORA2B,CHRND,C5AR1,S1PR1,HRH2,ADORA2A,CYSLTR1,VIPR1,MC5R,HTR2B,GABRA4,F2RL2,NPY2R,F2R,HRH1,NTSR1,TACR3,A630033H20RIK,PTGER4,NPY1R,CHRNB2,CHRNB3,BDKRB2,PTGIR,ADRB2,P2RY14,PTAFR,HCRTR2,PRLR,P2RY1,GRIK4,GRIA4,TACR1,P2RY6,P2RX1,TRPV1,LPAR6,GABBR1,GRIA1,ADORA1,GABBR2,SSTR5,P2RY4,GABRR2,VIPR2,GRM5,EDNRA,EDNRB,S1PR4,F2RL1,APLNR,PRL,CRHR1,LTB4R1,LPAR2,CHRNA7,GPR156,AVPR2,GHR,CNR1,ADRA2C,GRM4,GRM3,ADRA1B,PTGER2,CHRNE,RXFP3,PTGER3,HTR5A,GRIN1,CALCRL,OPRM1,CHRNA3,GALR1,TSPO,AVPR1A,OPRK1,RXFP2,AGTR1A,S1PR3,GRIK2,GRIA3,TAAR1,TBXA2R,GABRB2,CHRNA4,GH,TAAR3,CHRNA9,P2RX3,GABRA5,GABRA1,CHRNB4,THRA,GRIA2,GRIN2D,2210010C04RIK,GRID1,PARD3,HTR4,CCKAR,P2RX2,AGTR2,PRSS2,F2,GRM7,GLRB,LPAR3,GALR2,TRY4,PTGFR,DRD1,GABRG3,LEPR,PLG,CHRM3,NR3C1,ADRB1,ADCYAP1R1,GRIN3A,GRM8,GABRB3,ADRA2B,S1PR2,CHRNA1,CHRNB1,GRIK5,HTR6,THRB,GLRA3,LPAR1,GRIK1,SSTR2,TRHR,PTH1R,GCGR,HRH3,NMBR,GHSR,MCHR1,ADRA1D,PRLHR,GRIN2B,CHRM5,GABRA6	0.00944480628994942
Tryptophan metabolism	DOWN	2.45492074817797	2803	16	12042	16	0.00144179565045688	ASMT,ECHS1,ALDH3A2,ALDH9A1,ALDH7A1,HADHA,AFMID,AADAT,KMO,MAOA,CYP1A1,DDC,MAOB,ACMSD,CAT,ALDH2,EHHADH,OGDH,HADH,GCDH,HAAO,TDO2,AOX1,KYNU,TPH1,IDO2,ACAT1,CYP1B1	0.00944480628994942
Signaling pathways regulating pluripotency of stem cells	UP	1.96584022038567	1815	32	12042	32	0.00168693582936574	AXIN2,WNT16,FGFR1,DVL3,HAND1,BMP4,FGF2,MYC,LIFR,PIK3R3,WNT2B,AKT3,KLF4,FZD3,FZD7,WNT7A,BMPR1B,ACVR1C,SMAD5,INHBB,REST,FZD5,ZFHX3,IL6ST,FZD10,FGFR3,MEIS1,FGFR2,BMPR1A,DVL2,PCGF1,MAPK12,BMI1,ID2,CTNNB1,IGF1,HOXB1,AKT1,WNT5B,ID4,SMAD1,HRAS,APC2,WNT7B,ACVR2B,MAPK11,JAK2,PIK3CA,INHBA,RAF1,ACVR1,WNT10B,FZD4,PIK3CD,PIK3R1,PCGF2,TBX3,KAT6A,HESX1,GRB2,FZD2,IGF1R,ID1,WNT11,PIK3CB,MAPK13,GSK3B,SMAD4,WNT5A,TCF3,SETDB1,OTX1,FZD6,FZD1,PCGF5,APC,FZD9,BMPR2,PAX6,ISL1,STAT3,FZD8,ONECUT1,AXIN1,MAPK3,ESRRB,WNT9A,ACVR1B,SOX2,SMAD3,SMARCAD1,JAK1,SMAD2,JARID2,SMAD9,MAPK14,ACVR2A,PCGF6,DVL1,PCGF3,HNF1A,MAP2K2,AKT2,MAPK1,RIF1,KRAS,MAP2K1,SKIL	0.0108927856410473
