Gene_Set	Direction	Enrichment	n	b	N	B	p.value	Driver_Genes	adj.p.val
RNA polymerase	DOWN	1.82777019029409	7845	23	17456	23	0.000783954223553929	POLR3H,POLR1E,POLR1B,POLR2J,POLR2C,POLR1C,POLR1A,POLR2H,POLR2B,POLR3C,POLR3G,POLR2A,POLR3E,POLR3K,POLR3B,TWISTNB,POLR3A,POLR2I,POLR3D,POLR2F,POLR2D,POLR2L,POLR1D,POLR2E,ZNRD1,POLR3F,POLR3GL,POLR2G	0.0101690062140995
NF-kappa B signaling pathway	UP	4.36717612809316	458	11	17456	11	0.000870122056728651	CCL19,CCL19,CCL21A,CCL21A,CCL21B,CCL21C,GM10591,GM13304,GM21541,ZAP70,LCK,LAT,TRAF5,PRKCQ,PLCG2,CXCL12,TRAF1,TNFRSF11A,CARD11,DDX58,PLCG1,BCL2,ATM,CARD14,MAP3K7,TNFSF11,LBP,TAB3,PRKCB,LY96,TRIM25,PIAS4,MALT1,GADD45B,LYN,BTK,BIRC2,LTB,CCL4,TRAF6,MYD88,CD40,TNFAIP3,TNFSF13B,VCAM1,TAB2,TIRAP,CD40LG,BCL2A1A,BCL2A1B,BCL2A1C,BCL2A1D,BIRC3,IKBKB,SYK,TRADD,NFKB2,TRAF3,TRAF2,TNFRSF13C,PTGS2,PLAU,TLR4,TAB1,IKBKG,LTA,CFLAR,IRAK4,XIAP,CSNK2B,ICAM1,CSNK2A1,CHUK,CSNK2A2,BCL10,RELB,RIPK1,TICAM2,NFKB1,IL1R1,LTBR,BLNK,TNFRSF1A,TNF,UBE2I,PARP1,ERC1,NFKBIA,CD14,TICAM1,RELA,TNFSF14,IRAK1,IL1B,BCL2L1,CARD10	0.0107360496774429
Pyrimidine metabolism	DOWN	1.42506640672597	8207	67	17456	67	0.00087496440102508	POLE,POLR3H,UPP1,CDA,UCK2,TK1,POLR1E,POLR1B,DHODH,POLR2J,DPYD,DCTD,POLR2C,POLR1C,POLD4,UMPS,POLR1A,POLR2H,POLR2B,TXNRD2,TXNRD1,NME4,TK2,UCK1,POLR3C,ENPP1,POLD2,CAD,POLR3G,POLR2A,PNP,PNP2,POLR3E,NT5E,CTPS,POLR3K,POLE2,NME2,POLR3B,TWISTNB,CMPK2,CANT1,POLR3A,POLR2I,RRM2,POLR3D,ENPP3,POLD1,NT5C,NME3,POLE4,POLR2F,UPP2,POLE3,POLR2D,NUDT2,NT5C2,RRM1,ENTPD6,POLR2L,NME1,ENTPD8,POLR1D,NT5C3B,NT5C3,PRIM1,TYMP,POLA1,PNPT1,POLA2,POLR2E,NT5C1A,UCKL1,ZNRD1,PRIM2,ENTPD1,TXNRD3,DCTPP1,UPB1,ENTPD4,AK9,DTYMK,NME6,CTPS2,POLR3F,POLD3,UPRT,CMPK1,DUT,DPYS,NME7,NT5C1B,POLR3GL,POLR2G,NT5M,ENTPD3,RRM2B,ENTPD5,TYMS,DCK	0.0107360496774429
Histidine metabolism	UP	3.21024965134634	2837	12	17456	12	0.000904741347548477	ALDH1B1,ALDH3A1,HDC,ALDH3B1,AOC1,ASPA,CNDP1,ALDH7A1,FTCD,ALDH9A1,HNMT,DDC,UROC1,ALDH1A3,ALDH2,ALDH3A2,MAOB,ALDH3B2,CNDP2,CARNS1,MAOA,HAL,AMDHD1	0.0108092782049213
Fatty acid metabolism	DOWN	11.7532992189604	158	5	17456	5	0.001008181001249	ELOVL6,SCD1,SCD2,SCD3,SCD4,ACACA,ACSL3,FASN,ACSBG2,OXSM,FADS2,ACSBG1,HSD17B12,PPT2,FADS1,MCAT,ACADVL,ACSL1,ACADSB,CPT1C,ELOVL5,ACOX3,ACAT2,ACAA2,TECR,HADH,ACADS,HADHA,ACSL6,MECR,EHHADH,ECHS1,ACAT1,CPT2,CPT1B,PPT1,HADHB,ACSL5,ACADL,CPT1A,ACOX1,ACAA1A,ACAA1B,ACSL4,PECR,ACADM,ELOVL2	0.0117362608863345
Spliceosome	DOWN	1.3616992481203	8512	83	17456	83	0.0010359256613881	SF3B4,DDX23,DHX8,SNRPA,U2AF1,PQBP1,U2AF2,HNRNPC,TRA2B,RBMX,DHX38,SNW1,PRPF8,SNRPD1,PHF5A,SF3A3,NHP2L1,SF3A2,SNRPB,USP39,PPIE,SNRNP200,XAB2,ISY1,SRSF7,SART1,SRSF4,SNRPD3,PRPF4,TXNL4A,PCBP1,ALYREF,ALYREF2,GM4340,DHX15,SRSF1,SLU7,SMNDC1,PLRG1,RBM8A,DDX42,LSM4,EFTUD2,SNRPA1,PUF60,ZMAT2,PRPF38B,WBP11,HSPA2,SF3A1,PRPF40B,SRSF9,SNRPG,SNRNP40,PRPF19,CCDC12,DDX39B,RP9,HNRNPM,SF3B3,SNRPB2,SF3B5,PRPF31,MAGOH,RBM22,HNRNPK,SF3B2,SYF2,AQR,LSM2,SRSF10,HSPA1L,CTNNBL1,RBM17,SNRNP70,SNRPF,TCERG1,SNRPE,HNRNPU,CRNKL1,PRPF18,PRPF6,NCBP2,ACIN1,THOC3,DDX46,PRPF3,PPIL1,EIF4A3,GM8994,CWC15,LSM7,SNRNP27,SF3B1,BUD31,THOC2,SRSF2,HSPA8,SNRPC,PRPF40A,LSM6,BCAS2,DDX5,MAGOHB,PRPF38A,SRSF5,HNRNPA1,THOC1,CDC40,SRSF6,CHERP,NCBP1,LSM3,CDC5L,TRA2A,DHX16,U2SURP,HSPA1A,HSPA1B,PPIH,RBMXL1,LSM5,RBM25,U2AF1L4,RBMXL2	0.0117577562567549
Glycolysis / Gluconeogenesis	UP	1.78023363619507	5393	33	17456	33	0.0014772394441559	ALDH1B1,ALDH3A1,PDHA2,ALDH3B1,HKDC1,ADH4,PCK1,FBP1,ADH1,PKLR,ALDH7A1,PGAM1,ALDH9A1,ADH5,PCK2,ENO2,DLD,PFKM,GALM,ENO3,PDHA1,PFKL,LDHC,AKR1A1,ALDH1A3,ALDH2,ADH7,LDHB,PGK2,BPGM,PFKP,GAPDHS,ALDH3A2,ALDOB,FBP2,ALDH3B2,PGM2,HK3,PDHB,PGK1,ACSS1,ENO1,TPI1,G6PC,G6PC3,PKM,ALDOA,ALDOART1,LDHA,ADPGK,HK2,HK1,ACSS2,MINPP1,ALDOC,GCK,GPI1,DLAT,G6PC2,PGM1	0.0163577245767507
Longevity regulating pathway	DOWN	1.50902723748102	7047	53	17456	53	0.00158812707957856	ADCY9,KL,RELA,ATG13,AKT1S1,RPTOR,ATF4,IRS2,INSR,RHEB,ADCY1,RPS6KB2,AKT1,CREB3L4,EIF4EBP1,NFKB1,ADCY4,CREB3L3,STK11,EIF4E2,RB1CC1,ADIPOR2,PRKAB1,RPS6KB1,IGF1,CREB3L1,PIK3R2,ATF6B,EIF4E,EHMT1,SESN2,FOXO3,PRKAG3,ULK1,ADCY8,NRAS,ADCY7,MTOR,AKT2,KRAS,ADIPOR1,CAMK4,PRKAA1,IGF1R,CREB5,ATG5,SIRT1,ATF2,HRAS,APPL1,CREB3L2,PIK3CB,IRS1,PRKACA,FOXO1,SOD2,TRP53,PIK3R3,CAMKK2,PRKAG1,ADCY2,PRKAG2,PIK3CA,ADCY3,CREB3,EHMT2,PPARGC1A,TSC2,ADIPOQ,ADCY5,INS1,INS2,AKT3,CREB1,ADCY6,PPARG,TSC1,IRS4,BAX,PIK3R1,PRKACB,PIK3CD,CAT,SESN3,PRKAB2,SESN1,PRKAA2	0.017166897479254
Butanoate metabolism	UP	1.76294092803761	8068	22	17456	22	0.00218412117769007	ACSM1,GAD1,ACSM4,ACAT1,HMGCLL1,ECHS1,EHHADH,L2HGDH,HMGCS1,ACSM3,ALDH5A1,OXCT1,HMGCS2,ACSM2,HMGCL,HADHA,BDH1,ACADS,BDH2,GAD2,ACSM5,HADH,ACAT2,OXCT2A,OXCT2B,AACS,ABAT	0.0230602561551463
AMPK signaling pathway	DOWN	6.33907449678357	158	7	17456	7	0.00240831818918685	SLC2A4,PFKFB3,SREBF1,SCD1,SCD2,SCD3,SCD4,ELAVL1,ACACA,AKT1S1,G6PC2,RPTOR,IRS2,LEPR,PPP2R5B,TBC1D1,INSR,FASN,EEF2K,RHEB,RPS6KB2,AKT1,CREB3L4,CRTC2,EIF4EBP1,CREB3L3,ACACB,PPP2R3A,PPP2CA,STK11,RAB8A,MLYCD,ADIPOR2,PPP2R5E,PPP2R5A,PRKAB1,PPP2R2D,GYS1,HNF4A,RPS6KB1,IGF1,CREB3L1,PIK3R2,PPP2R2A,RAB11B,FOXO3,PRKAG3,ULK1,PPP2R5D,CCNA1,MTOR,AKT2,ADIPOR1,G6PC3,G6PC,PRKAA1,IGF1R,CREB5,PPP2R1A,PDPK1,CAB39,SIRT1,CPT1C,CREB3L2,PIK3CB,IRS1,PPP2R3C,FOXO1,EEF2,CD36,PPP2CB,PIK3R3,PFKFB2,CAMKK2,STRADA,PRKAG1,STRADB,PPP2R5C,PRKAG2,RAB10,CAB39L,CCNA2,PIK3CA,RAB2A,FBP2,CREB3,PPARGC1A,GYS2,PPP2R1B,HMGCR,PPP2R2C,TSC2,PFKP,ADIPOQ,LIPE,RAB14,PFKFB4,PFKFB1,INS1,INS2,AKT3,CREB1,PFKL,ADRA1A,MAP3K7,PPARG,PFKM,PCK2,TSC1,IRS4,LEP,PIK3R1,PPP2R2B,CPT1B,PIK3CD,CPT1A,FBP1,CFTR,PCK1,CCND1,PRKAB2,PRKAA2	0.0247086994154894
Chemokine signaling pathway	UP	3.25949637217243	426	14	17456	14	0.00244910016232824	PF4,CCL5,CCL19,CCL19,SRC,CXCL1,CCL21A,CCL21A,CCL21B,CCL21C,GM10591,GM13304,GM21541,CCL26,CXCL13,ITK,CXCR3,GNAI1,CXCR4,PIK3CD,CCL28,CXCL12,PRKACB,PLCB2,CCR4,PIK3R1,CCL6,CCL9,CCR7,VAV3,DOCK2,RAC2,PPBP,CCL25,ADCY6,GNG8,PLCB4,VAV1,CCR9,AKT3,PREX1,CXCL5,CXCR1,ADCY5,PRKCB,TIAM1,CXCL16,CCR3,SOS1,GNGT2,GNG12,CCL27A,CCL27B,GM13306,CCR6,JAK2,JAK3,CCR8,GRK5,XCR1,STAT2,LYN,MAP2K1,CX3CL1,PRKCD,CCL4,CDC42,WAS,CXCR2,CXCL9,PAK1,GNB4,WASL,CX3CR1,CCR2,CCR5,GNG2,ADCY3,SOS2,PIK3CA,CXCR6,NCF1,CCL3,RAP1B,ROCK1,GNAI3,GNAI2,RAP1A,MAPK3,ADCY2,IKBKB,PIK3R3,BRAF,GM13308,GM20878,GM21586,GNG11,GNG4,FGR,GNG7,PRKACA,PLCB3,CXCR5,PRKCZ,GNG10,CCL20,PIK3CB,RAC1,GNB2,HRAS,4930544G11RIK,STAT3,STAT1,GRB2,GNG5,IKBKG,KRAS,AKT2,GSK3B,ADCY7,PTK2B,GNB1,ROCK2,NRAS,HCK,ADCY8,GNG3,STAT5B,FOXO3,GNB5,CXCL10,VAV2,PIK3R2,CCL24,SHC1,CHUK,CCR1,CCR1L1,CCL22,PTK2,MAPK1,ARRB2,SHC2,GRK4,RASGRP2,ELMO1,ADCY4,NFKB1,CCL17,AKT1,ADCY1,RAF1,CRK,SHC3,CXCL3,CCR10,NFKBIA,GRK6,CRKL,BCAR1,NFKBIB,PARD3,GSK3A,GNB3,RELA,PLCB1,CCL2,PXN,SHC4,CCL12,CCL8,GRK1,ADCY9,ARRB1,CCL7,CCL11	0.0247086994154894
Cytokine-cytokine receptor interaction	UP	2.82024671646614	426	17	17456	17	0.00290730604837608	EDA2R,PF4,CCL5,IL2RB,CCL19,CCL19,EDAR,CXCL1,IL20RA,CCL21A,CCL21A,CCL21B,CCL21C,GM10591,GM13304,GM21541,CCL26,TNFSF10,CXCL13,KIT,CXCR3,PDGFA,FASL,IL2,CXCR4,FAS,IL10RA,PDGFRB,IL9R,TGFB2,CCL28,CXCL12,PDGFD,CCR4,CRLF2,IL17C,EPOR,IL2RG,IL17RE,PRL,TNFRSF13B,CCL6,CCL9,IL15,IL18,TNFRSF11A,LEP,IL5RA,CSF1,IL17D,IFNG,CXCL14,TNFRSF25,CCR7,IL12A,BMP2,IL24,GHR,TNFSF9,XCL1,IL7,PRLR,PPBP,TNFRSF14,IL7R,ACVR2A,IL5,INHBE,CCL25,LIFR,GDF5,TNFRSF4,CD27,CCR9,TNFSF11,INHBC,IL21R,EPO,CXCL5,CSF1R,CXCR1,IL17RB,IL1RAP,TNFSF4,CXCL16,AMHR2,CCR3,PDGFRA,VEGFC,CCL27A,CCL27B,GM13306,CTF1,CCR6,CCR8,XCR1,TNFRSF11B,CSF3R,IL23R,CX3CL1,EGFR,AMH,EDA,TSLP,HGF,LTB,FLT3L,IL13RA1,TNFRSF17,CCL4,CXCR2,CXCL9,MPL,TNFSF13,FLT3,CX3CR1,IL6RA,CD40,CCR2,CCR5,BMPR1B,INHBB,TNFSF13B,TNFRSF19,CXCR6,IL10,CCL3,KITL,IFNAR2,TNFRSF21,TNFSF8,TNFSF15,TGFBR1,CD40LG,TGFB3,GM13305,IL11RA1,IL11RA2,IL11RA2,IL6ST,FLT4,GM13308,GM20878,GM21586,TNFSF18,IFNLR1,IL18RAP,IL12RB1,TNFRSF8,BMPR2,TNFRSF10B,TNFRSF18,CD70,TNFSF12,TGFBR2,IL10RB,TNFRSF13C,BMPR1A,MET,CXCR5,CNTFR,RELT,IL1R2,CCL20,PDGFC,IL12RB2,CSF2RB,CSF2RB2,IL23A,LTA,OSM,NGFR,BMP7,TGFB1,CXCL10,EGF,ACVR2B,TNFRSF9,CCL24,IFNGR1,VEGFA,IL2RA,OSMR,IL11,CCR1,CCR1L1,IL22RA1,CCL22,IFNGR2,IL17RC,ACVR1,IFNAR1,IL20,CSF2RA,FLT1,IL18R1,ACVR1B,KDR,ACKR3,CCL17,IL1R1,LTBR,TNFRSF12A,TNFRSF1A,LEPR,TNF,TNFRSF1B,THPO,CCR10,IL3RA,IL6,INHBA,IL4,IL20RB,LIF,CSF2,IL4RA,PDGFB,VEGFB,CLCF1,CNTF,TNFSF14,CCL2,IFNA1,IFNA11,IFNA12,IFNA13,IFNA14,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA9,IFNAB,IL17RA,IL17B,IL1B,IL17F,CCL12,CCL8,CSF3,IL1A,IL13,IL15RA,CCL7,CCL11	0.0286938466513639
RNA transport	DOWN	1.2933244424687	8589	98	17456	98	0.00404446874903985	PABPC2,RANGAP1,EIF3B,XPOT,NXT1,TACC3,UBE2I,EIF4EBP3,RANBP2,POM121,EIF1B,EIF2B5,1700009N14RIK,UPF1,PABPC4,EIF3A,SEH1L,TPR,EIF2S2,EIF4EBP1,NUP98,EIF4A1,NUPL2,PRMT5,EIF2S1,EIF4E2,POP7,NUP62,EIF4EBP2,RNPS1,EIF2B4,XPO5,POP1,NUP188,TGS1,EIF4G1,NXF1,GEMIN5,EIF3G,EIF3J1,EIF3J2,NUP210,ALYREF,ALYREF2,GM4340,EIF4E,SENP2,NUP35,EIF1,NUP85,RPP38,THOC6,GEMIN6,RBM8A,NXT2,TRNT1,GEMIN7,FXR2,PHAX,NUP155,EIF5,ELAC2,EIF3C,EIF2B2,CASC3,SNUPN,POP4,EIF3I,RPP25L,NUP210L,DDX20,SMN1,EIF2B3,NUP214,EIF3D,NUP50,NUP88,XPO1,CYFIP1,DDX39B,MAGOH,THOC5,RPP14,EIF4G2,PABPC5,RPP25,SUMO1,UPF2,RPP30,NUP205,NUP160,KPNB1,FXR1,NXF2,NXF7,STRAP,NCBP2,EIF1A,ACIN1,EIF2B1,THOC3,RAE1,THOC7,EIF5B,SRRM1,PABPC1,PABPC6,SAP18,EIF4A3,GM8994,PABPC1L,NUP37,POP5,PABPC4L,EIF3F,THOC2,EIF1AX,GEMIN4,NUP153,EIF2S3X,NUP133,CLNS1A,PAIP1,EIF4B,RPP21,NDC1,SEC13,EIF4A2,MAGOHB,THOC1,PNN,CYFIP2,NCBP1,NUP93,EEF1A1,FMR1,GEMIN2,GEMIN8,NUP54,UPF3B,NMD3,NXF3,NUP107,NUP43,SUMO2,EIF3E,RPP40,AAAS,UPF3A,SUMO3,EIF4G3,NUPL1,EIF3H,EEF1A2	0.0390678470651934
N-Glycan biosynthesis	DOWN	1.65976787083933	6859	30	17456	30	0.00445163581830155	MGAT5,ALG2,DPM2,ST6GAL1,MOGS,DPAGT1,B4GALT3,MGAT4B,GANAB,MGAT1,MAN1A,B4GALT1,DOLPP1,STT3A,MGAT5B,ALG11,DDOST,MGAT4A,RPN1,ALG12,DPM3,ALG3,MAN2A1,MAN2A2,STT3B,MAN1A2,MGAT3,RPN2,ALG1,MGAT2,ALG14,ALG5,DPM1,ALG8,B4GALT2,DOLK,ALG9,MAN1C1,DAD1,MAN1B1,ALG10B,TUSC3,MGAT4C,ALG6,FUT8,ST6GAL2	0.0421050554481022
Peroxisome	UP	1.48534871686226	6938	49	17456	49	0.00470592976887763	AMACR,DAO,PECR,ACSL4,ACAA1A,ACAA1B,ACOX1,PHYH,CAT,FAR1,ACSL5,NUDT7,BAAT,DHRS4,EPHX2,PEX11A,ECI2,PEX11G,PEX7,PEX11B,HAO2,ACOX2,HSD17B4,IDH1,IDH2,GNPAT,HMGCLL1,EHHADH,CROT,ABCD3,HACL1,HAO1,GSTK1,PIPOX,NUDT12,ACSL6,PEX5L,PXMP4,ABCD2,PEX3,SCP2,HMGCL,ACOT8,SLC27A2,AGXT,PEX12,PAOX,PEX19,PRDX1,PEX10,MLYCD,AGPS,FAR2,PEX1,SOD1,SOD2,SLC25A17,ABCD4,ACOX3,PRDX5,MVK,CRAT,PMVK,PXMP2,XDH,NOS2,ECH1,DDO,PEX14,ACSL1,PEX2,PEX6,MPV17,PEX13,PEX16,NUDT19,PEX5,DECR2,PEX26,MPV17L,ABCD1,ACSL3,MPV17L2	0.0436018798993968
p53 signaling pathway	UP	2.03078386047617	3241	23	17456	23	0.00514231618223793	ZMAT3,SESN1,MDM2,DDB2,CCND1,SESN3,CCNG2,FAS,CCNB3,CCNG1,BAX,CDKN1A,GADD45A,CASP3,CASP9,RRM2B,CHEK2,PERP,ATM,APAF1,CCNB1,IGFBP3,GORAB,TRP73,CCND2,TSC2,SFN,GADD45B,PTEN,MDM4,RPRM,EI24,CCND3,TRP53,CCNE2,CASP8,STEAP3,PPM1D,CDK4,RFWD2,RCHY1,CCNE1,ATR,SIAH1A,SIAH1B,CDK2,SERPINE1,RRM2,CD82,CHEK1,THBS1,SESN2,CCNB2,IGF1,BID,PMAIP1,SHISA5,SERPINB5,CDK1,GADD45G,GTSE1	0.0466922309347204
