Gene_Set	Direction	Enrichment	n	b	N	B	p.value	Driver_Genes	adj.p.val
Bile secretion	UP	2.3753332668876	2396	23	16579	23	0.000664031497959017	LDLR,ABCB1A,ABCB1B,CYP7A1,SLC22A1,ADCY2,ABCB11,ATP1B4,ABCG5,ADCY3,AQP4,HMGCR,SLC51B,CAR2,SULT2A1,SULT2A3,SLCO1A1,SLCO1A4,SLCO1A5,SLCO1A6,AQP8,ADCY7,ABCC4,ABCG8,ATP1B3,AQP9,ADCY4,ABCG2,SLC10A1,SLC9A1,ATP1A4,SCARB1,AQP1,EPHX1,SLC4A5,SLC2A1,BAAT,ABCC3,SLC51A,PRKACA,SLC27A5,ADCY5,ADCY1,ABCC2,SLC9A3,ATP1A2,ABCB4,SLC22A7,SLC4A2,GNAS,ATP1A1,ATP1B1,FXYD2,NCEH1,ATP1B2,SLC4A4,ATP1A3,NR0B2,RXRA,ADCY9,SCTR,PRKACB,KCNN2,ADCY6,CFTR,SLC5A1,ADCY8	0.00555818957550881
Apoptosis	UP	1.35441801741585	8286	88	16579	88	0.000690885125605889	IL3RA,NFKBIA,TNFRSF10B,AKT3,EIF2AK3,GADD45G,BIRC3,PIK3R3,ERN1,CTSS,ACTG1,LMNB1,PIK3R1,CTSK,FAS,TUBAL3,PMAIP1,NRAS,TNFSF10,BIRC5,GADD45B,PRF1,CSF2RB,CSF2RB2,ITPR2,BCL2L1,RIPK1,SPTA1,ACTB,CAPN2,MAPK3,CASP3,TRP53,CTSO,TNFRSF1A,IKBKB,RELA,CASP12,MCL1,DAB2IP,CTSB,APAF1,MAPK1,XIAP,PTPN13,FASL,BAX,CTSZ,JUN,CTSL,PIK3CA,KRAS,CTSW,CASP8,ITPR3,GADD45A,TUBA1A,CTSC,NGF,GZMB,ITPR1,BCL2A1A,BCL2A1B,BCL2A1C,BCL2A1D,TUBA4A,DDIT3,TUBA1B,BCL2L11,MAPK8,CHUK,TUBA1C,NFKB1,CTSH,CASP2,PARP3,CASP9,IKBKG,MAP2K1,TRAF2,LMNB2,FOS,ATM,HRAS,SPTAN1,CAPN1,CASP7,FADD,TNF,NTRK1,BIRC2,PIK3CB,PDPK1,MAPK9,TRADD,PARP4,PIK3CD,DAXX,DFFB,MAP2K2,SEPT4,LMNA,MAPK10,BAK1,BAD,BCL2,TRAF1,CFLAR,AKT1,TUBA3B,EIF2S1,HTRA2,CTSF,PARP2,DIABLO,TUBA3A,AKT2,ATF4,ENDOG,BID,TUBA8,AIFM1,CASP6,HRK,PARP1,CTSD,RAF1,DFFA,MAP3K5,PIK3R2	0.00567781957770658
Regulation of actin cytoskeleton	UP	1.3509797178592	6790	109	16579	109	0.000735354890424644	PDGFB,ACTN4,MYH9,F2R,ITGA10,FGF2,CYFIP1,PIK3R3,SCIN,VAV3,ITGB2,ITGB2L,FGF22,CD14,PXN,GNA13,IQGAP1,RRAS,CHRM4,FGF23,ARHGEF1,FGF16,ITGA5,ACTG1,ARPC1B,PIK3R1,EGFR,FGFR1,IQGAP2,DOCK1,FN1,ITGB4,MYLPF,NRAS,IQGAP3,LIMK2,WAS,BAIAP2,ITGAX,ITGA1,ACTB,ITGB1,NCKAP1L,ITGAM,PIKFYVE,RRAS2,ITGA6,VAV1,MAPK3,ITGA11,ROCK2,PDGFRB,PIP5K1A,ARPC4,GSN,CFL1,ARHGEF7,PIP5K1C,BRAF,ENAH,ROCK1,PDGFD,EZR,GIT1,PTK2,SOS2,MAPK1,ITGAL,SLC9A1,MSN,4930544G11RIK,VCL,WASF2,PPP1R12A,PIK3CA,CRK,KRAS,ARPC5,BDKRB2,MYL12B,ITGB3,GNG12,RAC3,ITGA2B,F2,ITGA4,ARPC2,FGD3,MYLK2,VAV2,FGFR3,ACTN1,ARHGEF12,PAK1,BDKRB1,ITGB7,NCKAP1,PAK3,WASL,SSH1,PIP4K2A,PFN1,SSH2,SPATA13,SOS1,ITGB5,INS1,INS2,RAC1,CDC42,RDX,MYH10,ABI2,RAC2,TMSB4X,MAP2K1,ITGA8,ITGA7,ITGAE,WASF1,FGFR2,FGF13,HRAS,ARPC3,SRC,APC2,MYL12A,MYLK4,PAK2,MYLK,BCAR1,PIK3CB,CYFIP2,CFL2,ITGA9,ARHGEF4,ARHGEF6,PDGFRA,PIK3CD,CHRM3,ITGAV,APC,MAP2K2,TIAM1,MYL9,PPP1CB,FGF17,ITGA3,CHRM5,FGF14,INSRR,PFN4,FGF12,PIP4K2C,LIMK1,FGF8,CHRM1,SSH3,FGF10,ARPC5L,MYL7,PDGFC,ITGA2,FGFR4,BRK1,CHRM2,FGD1,MYL2,PPP1CA,GNA12,PIP4K2B,FGF7,FGF1,ARPC1A,PFN2,FGF18,ITGAD,ITGB6,ARAF,PDGFA,PPP1CC,PAK4,PPP1R12C,FGF11,MRAS,CRKL,MYLK3,FGF9,ITGB8,RAF1,MYH14,PAK6,EGF,PPP1R12B,FGF5,PIP5K1B,PIK3R2	0.0059353644727132
Pancreatic secretion	UP	1.68705928606945	5087	44	16579	44	0.000782860690792475	ATP2B3,GM10334,PRSS2,TRY10,TRY4,TRY5,ADCY2,SLC12A2,CPA1,ATP1B4,TRPC1,GNAQ,ADCY3,CTRB1,PLA2G1B,PRKCB,CAR2,CPA2,ITPR2,PNLIP,ADCY7,ATP2B1,RAP1B,CPB1,PLCB1,CD38,ATP1B3,CELA3B,CELA2A,BST1,PLA2G5,ADCY4,PNLIPRP1,SLC9A1,PLCB2,4930544G11RIK,ATP2A1,ATP1A4,PLCB3,ATP2A3,RAB8A,PRKCG,ITPR3,AMY2A4,RAB11A,ITPR1,ATP2B2,RAC1,KCNMA1,SLC26A3,PLA2G2F,PRKCA,PLCB4,CTRL,ATP2B4,RAP1A,ADCY5,ADCY1,CHRM3,ATP1A2,PLA2G12B,TPCN2,SLC4A2,GNAS,ATP1A1,ATP1B1,KCNQ1,FXYD2,RAB3D,ATP1B2,SLC4A4,ATP1A3,RYR2,ADCY9,SCTR,CEL,ADCY6,ATP2A2,CFTR,CPB2,ADCY8,RAB27B,PLA2G10,CPA3,PLA2G12A	0.00620794793400349
RNA polymerase	DOWN	1.72983218850535	8215	24	16579	24	0.000947668783162769	POLR3GL,POLR3G,POLR2F,POLR2L,POLR1D,POLR3H,POLR3E,POLR3F,POLR3K,POLR3B,POLR2J,POLR2C,POLR2H,POLR2G,POLR2D,POLR2B,POLR2I,POLR3D,POLR1E,ZNRD1,POLR1B,POLR2E,POLR1A,POLR1C,TWISTNB,POLR3A,POLR3C,POLR2A	0.00738528086188917
Olfactory transduction	DOWN	1.9135020107843	3905	32	16579	32	0.000968661068536325	CALM2,SLC8A3,CALM3,PRKACB,GNAL,CAMK2A,GNG7,PDE1C,CNGA4,CALM1,CAMK2G,OLFR671,OLFR675,OLFR791,OLFR1,OLFR20,OLFR376,OLFR378,OLFR380,OLFR381,OLFR382,OLFR384,OLFR385,OLFR389,OLFR390,OLFR392,OLFR393,OLFR394,OLFR395,CALML3,SLC8A1,CAMK2B,OLFR71,CAMK2D,ARRB1,OLFR173,PRKG1,OLFR1491,OLFR1494,OLFR1495,ANO2,OLFR558,OLFR658,PDE1B,OLFR132,PRKACA,SLC24A4,CALML4,PRKG2,OLFR78,OLFR211,GUCY2E,NCALD,RGS2,OLFR267,OLFR371,OLFR871,GNB1,OLFR155,OLFR13,OLFR286,OLFR287,OLFR172,SLC8A2,ARRB2,PDE1A,OLFR322,ADCY3,OLFR1355,CNGA3,PDE2A	0.007420928864041
Inflammatory mediator regulation of TRP channels	UP	2.32600228966508	1591	25	16579	25	0.00101651406036529	HTR2B,PRKCH,PTGER2,F2RL1,PIK3R3,TRPV2,ADCY2,PRKCQ,TRPV4,GNAQ,ALOX12,TRPA1,ADCY3,PIK3R1,PRKCB,CYP2C29,CYP2C37,CYP2C38,CYP2C39,CYP2C40,CYP2C50,CYP2C54,CYP2C65,CYP2C66,CYP2C68,PLA2G4A,IL1R1,ITPR2,ADCY7,MAPK11,KLK1B4,PLCB1,MAPK13,PTGER4,CYP4A10,PLCG2,ADCY4,IL1RAP,PLCG1,PLCB2,PIK3CA,PLCB3,PRKCG,ITPR3,BDKRB2,PLA2G6,MAP2K3,IGF1,HRH1,NGF,ITPR1,CYP4A12A,CYP4A14,CYP4A31,CYP4A32,BDKRB1,MAPK8,ASIC4,CALML4,MAP2K6,PLA2G4E,PRKCA,PRKACA,PLCB4,CYP2J11,CYP2J12,CYP2J13,CYP2J5,CYP2J6,CYP2J8,CYP2J9,IL1B,SRC,MAPK12,NTRK1,MAPK14,ADCY5,ADCY1,PIK3CB,MAPK9,PIK3CD,PLA2G4C,PRKCE,MAPK10,PRKCD,PPP1CB,GNAS,CAMK2D,PLA2G4B,PLA2G4B,TRPV1,CYP4A12B,CAMK2B,CALML3,CAMK2G,TRPV3,CALM1,PPP1CA,ASIC1,ADCY9,CAMK2A,PRKACB,HTR2A,P2RY2,PPP1CC,CALM3,PLA2G4F,ADCY6,ADCY8,CALM2,ASIC3,PIK3R2	0.00765773925475185
IL-17 signaling pathway	UP	1.42560191889935	8286	57	16579	57	0.00159946247175846	FOSL1,NFKBIA,CEBPB,MUC5B,MMP9,S100A9,TNFAIP3,TRAF4,S100A8,IL6,IL25,MAPK11,IKBKE,MMP1A,MMP1B,MAPK3,PTGS2,CASP3,CCL20,MAPK13,IKBKB,RELA,JUND,CXCL1,CSF3,CCL11,MAPK1,LCN2,TRAF5,JUN,IL17B,TRAF6,CASP8,IL17RA,IL17RC,TBK1,MAPK8,CHUK,IL17RE,CCL2,MAPK15,NFKB1,CCL12,CXCL5,FOSB,USP25,MAPK7,MAP3K7,TAB3,MAPK6,IKBKG,TRAF2,IFNG,HSP90B1,FOS,GSK3B,FADD,TNF,IL1B,SRSF1,MAPK12,MAPK14,MAPK9,TRADD,TRAF3IP2,CXCL3,MAPK10,ELAVL1,CXCL10,ANAPC5,HSP90AA1,IL17D,MAPK4,TRAF3,IL17RB,CCL17,TAB2,HSP90AB1,MMP3,CCL7	0.0118517547087676
Biosynthesis of unsaturated fatty acids	DOWN	6.919449081803	599	6	16579	6	0.00189201129098038	ACOT4,HADHA,ACOT1,ACOT2,ACOT3,ACOT5,ACAA1A,ACAA1B,TECR,PECR,ELOVL6,ACOX1,HSD17B12,BAAT,ELOVL2,ACOT7,FADS1,SCD1,SCD2,SCD3,SCD4,FADS2,ELOVL5,ACOX3	0.0137933726374699
Neuroactive ligand-receptor interaction	DOWN	4.47331498569964	174	10	16579	10	0.00198243032096668	GLP1R,GRM8,LPAR3,ADRA1A,CGA,ADRB1,CHRNB1,GRIA1,GRIK2,HRH2,GLRB,UTS2R,THRA,GNRHR,GRM1,THRB,TACR2,CTSG,TRHR2,NMUR1,DRD2,P2RY2,HTR2A,CHRNA4,SCTR,ADORA1,GHR,ADCYAP1R1,VIPR2,APLNR,NTSR2,CHRM2,CHRNA1,CHRNA5,PARD3,GABRA6,GABRA4,GABRA2,P2RX5,HTR1D,GABRG1,ADRB2,P2RX7,CHRNB2,S1PR3,EDNRA,TRPV1,CHRM1,GABRB3,NMUR2,CRHR2,GIPR,P2RX6,P2RY4,ADRA2A,GRIK1,HCRTR2,GRM3,OPRK1,GABRA1,CNR2,CHRM5,ADRA1D,LHB,GRIN3A,OPRL1,GRIK3,P2RY6,GABRA5,GRIN2B,FSHR,CHRM3,P2RX1,CHRNA10,PTGER1,CCKBR,GRM6,TSHR,GPR83,CHRNA3,GRM4,TSPO,GABRR2,PTAFR,GABBR2,GPR35,P2RY1,LPAR1,GPR156,NPY5R,PRL,GRIN2D,GABRR1,AGTR2,NPY1R,OXTR,GABRQ,P2RY13,GABBR1,CNR1,GABRD,ADRA1B,ADORA2A,GABRE,GRIN3B,PTH1R,GABRG2,PTGER3,BDKRB1,CHRNA7,C3AR1,LTB4R2,GALR1,LHCGR,GRIN2C,GHRHR,TACR1,GABRB2,F2,HRH1,PRLR,GRID1,P2RX3,NR3C1,GRM2,BDKRB2,HRH4,GABRP,P2RX4,ADORA2B,AVPR1A,NPFFR1,CYSLTR2,GRIK5,RXFP2,P2RY10,GABRB1,HTR7,GRIA4,MC1R,PTGIR,GRIN1,VIPR1,GRPR,S1PR2,CHRNE,PTGFR,SSTR2,F2RL2,HCRTR1,GRIA2,PTGER4,ADRA2B,GM10334,PRSS2,TRY10,TRY4,TRY5,HRH3,HTR1B,LPAR6,GRIK4,CHRNB4,LPAR2,CYSLTR1,CHRND,AVPR2,TSHB,AGTR1A,AGTR1B,HTR4,P2RY14,GLP2R,SSTR1,LEP,MCHR1,LPAR4,GZMA,ADRB3,TBXA2R,GRID2,S1PR5,C5AR1,CHRM4,GRIN2A,PTH2R,S1PR4,NTSR1,HTR1F,PTGDR,ADORA3,GRIA3,LTB4R1,LEPR,NPFFR2,F2RL1,FPR1,SSTR5,PTGER2,GH,CRHR1,GRM5,CALCRL,EDNRB,DRD4,RXFP1,F2R,FPR2,FPR3,ADRA2C,F2RL3,S1PR1,HTR2B	0.0142231508742371
Tryptophan metabolism	DOWN	3.49432841540525	1535	11	16579	11	0.00206092053001772	ACAT1,MAOA,CAT,HADHA,HADH,ALDH3A2,MAOB,ALDH1B1,EHHADH,ALDH9A1,CYP1A1,ALDH2,AFMID,ECHS1,AADAT,IDO1,GCDH,TPH1,OGDH,ALDH7A1,IL4I1,OGDHL,DDC,CYP1B1,IDO2,ASMT,INMT,HAAO,KYNU,AOC1,ACAT2,AOX1,KMO,AANAT	0.0143932487440171
Endocrine resistance	UP	1.58018141093867	5474	48	16579	48	0.00206982559371927	CDKN1A,HBEGF,DLL4,AKT3,NOTCH4,MMP9,SHC2,PIK3R3,JAG2,DLL1,ADCY2,ABCB11,ADCY3,PIK3R1,SHC3,EGFR,NRAS,E2F2,MMP2,NCOA3,ADCY7,MDM2,MAPK11,NOTCH1,GPER1,MAPK3,TRP53,MAPK13,JAG1,RB1,BRAF,IGF1R,ADCY4,PTK2,SOS2,MAPK1,E2F1,BAX,RPS6KB1,JUN,PIK3CA,KRAS,IGF1,NOTCH3,MED1,SHC4,SHC1,DLL3,SP1,MAPK8,ESR1,SOS1,NCOR1,CCND1,NOTCH2,E2F3,CDKN1B,MAP2K1,FOS,PRKACA,HRAS,RPS6KB2,SRC,MAPK12,MAPK14,ADCY5,BIK,ADCY1,PIK3CB,MAPK9,PIK3CD,MAP2K2,MAPK10,GRB2,BAD,ESR2,GNAS,BCL2,CARM1,MTOR,AKT1,ERBB2,CDK4,AKT2,CDKN2C,ADCY9,ARAF,PRKACB,ADCY6,ADCY8,RAF1,PIK3R2	0.0143932487440171
Mucin type O-glycan biosynthesis	UP	2.20643196567948	4731	17	16579	17	0.00237042968749868	ST6GALNAC1,GALNT18,GALNT6,GALNT14,GALNT3,GALNT15,GALNT2,GALNT13,GALNT4,GALNT12,GALNT5,GALNTL5,GALNT11,C1GALT1,GCNT4,GCNT1,B4GALT5,GALNTL6,GALNT1,WBSCR17,C1GALT1C1,GALNT7,GALNT10,GCNT3,ST3GAL2,ST3GAL1,GALNT16	0.0162338517992334
Pyrimidine metabolism	DOWN	1.44117595924825	6972	60	16579	60	0.00270565652950538	POLR3GL,POLR3G,POLR2F,POLR2L,POLR1D,POLE3,NT5C1A,DHODH,UPRT,DCTPP1,POLR3H,NME6,ENTPD6,POLR3E,NT5C1B,PRIM1,ENTPD3,POLR3F,AK9,POLR3K,ENPP3,POLR3B,UCKL1,POLD3,POLR2J,POLR2C,POLR2H,TXNRD2,PRIM2,NME3,NT5C3B,DTYMK,DUT,NME7,POLR2G,DCTD,NT5M,UCK1,NT5C3,PNPT1,POLD1,RRM1,POLR2D,POLR2B,TXNRD1,POLR2I,POLR3D,POLR1E,ENTPD1,NME4,NME1,ZNRD1,CAD,POLA2,POLR1B,CANT1,POLD2,POLD4,CMPK1,POLR2E,NT5C2,NT5E,POLR1A,NUDT2,POLR1C,TXNRD3,TWISTNB,ENPP1,POLR3A,ENTPD4,UPB1,RRM2,CTPS2,ENTPD5,POLE4,CTPS,DCK,NME2,POLR3C,POLE2,RRM2B,POLA1,TK2,UMPS,NT5C,UCK2,TYMS,CMPK2,DPYD,TYMP,UPP1,PNP,PNP2,POLR2A,DPYS,POLE,TK1,CDA,ENTPD8	0.0182530858408423
Arachidonic acid metabolism	UP	2.60512256442489	1591	17	16579	17	0.00289630517962958	ALOX8,GGT5,TBXAS1,CYP2E1,ALOX5,ALOX12,PLA2G1B,CYP2C29,CYP2C37,CYP2C38,CYP2C39,CYP2C40,CYP2C50,CYP2C54,CYP2C65,CYP2C66,CYP2C68,PLA2G4A,CYP4F18,ALOX15,PTGS2,PLA2G5,CYP4A10,ALOX12B,PLB1,PLA2G6,CYP4A12A,CYP4A14,CYP4A31,CYP4A32,PTGES2,PTGS1,CBR3,PLA2G2F,GPX2,PLA2G4E,CYP2U1,GPX8,PTGIS,CYP2J11,CYP2J12,CYP2J13,CYP2J5,CYP2J6,CYP2J8,CYP2J9,GPX7,CYP4F14,GPX1,PLA2G4C,EPHX2,PLA2G12B,LTA4H,PTGES3,FAM213B,PLA2G4B,PLA2G4B,CYP4A12B,GGT1,PTGDS,PTGES,PLA2G4F,GPX3,CBR1,PLA2G10,HPGDS,PLA2G16,PLA2G12A	0.0192519108998907
FoxO signaling pathway	UP	1.4950560078635	5239	60	16579	60	0.00305427407079684	SGK1,S1PR1,TGFB1,CDKN1A,PRKAA1,TGFB3,AKT3,IRS2,FOXO1,FOXO3,GADD45G,PIK3R3,IL10,CDKN2B,S1PR4,CCNG2,KLF2,CCNB2,PIK3R1,AGAP2,EGFR,PLK3,NRAS,PRKAB1,TNFSF10,GADD45B,IL6,MDM2,MAPK11,STK4,MAPK3,PLK4,CDK2,TGFB2,MAPK13,IKBKB,G6PC2,PCK1,FOXG1,SGK3,BRAF,IGF1R,CSNK1E,SOS2,MAPK1,CREBBP,PLK2,FASL,EP300,IL7R,PIK3CA,KRAS,TGFBR1,CCNB3,USP7,SIRT1,GADD45A,PLK1,IGF1,PTEN,RAG1,SMAD4,BCL2L11,MAPK8,CHUK,G6PC3,SOS1,INS1,INS2,HOMER1,SMAD2,RBL2,CCND1,SMAD3,CDKN1B,CCNB1,SGK2,MAP2K1,PRKAG2,ATG12,ATM,HRAS,PCK2,PRKAG3,HOMER3,MAPK12,PRMT1,MAPK14,PIK3CB,SLC2A4,PDPK1,MAPK9,STAT3,PIK3CD,INSR,MAP2K2,CDKN2D,MAPK10,TGFBR2,GRB2,NLK,BCL6,STK11,GABARAP,SETD7,AKT1,FOXO6,SKP2,AKT2,GABARAPL2,FBXO25,SOD2,PRKAA2,FOXO4,FBXO32,ARAF,PRKAB2,HOMER2,PRKAG1,BNIP3,IRS1,RAF1,GRM1,CAT,EGF,CCND2,PIK3R2	0.0200077084057996
2-Oxocarboxylic acid metabolism	DOWN	2.56145229818463	4315	12	16579	12	0.00322071876193497	IDH3A,GOT1,GPT2,ACO2,IDH1,IDH3B,CS,CSL,GOT2,IDH2,ACO1,AADAT,GPT,BCAT2,NAGS,ACY1,IDH3G,BCAT1	0.0207966411484944
Cardiac muscle contraction	DOWN	1.59564528547737	6048	39	16579	39	0.00366230670780099	CACNA2D3,UQCRC2,MYH6,ATP2A2,UQCRFS1,UQCRH,UQCRB,COX5A,COX7B,UQCR10,COX4I1,RYR2,COX6B1,CACNB2,UQCR11,ATP1A3,MYL2,TPM2,COX6C,COX6A2,SLC8A1,COX7A2,CYC1,UQCRQ,ATP1B2,UQCRC1,CACNG6,COX5B,COX8A,COX7A1,TNNT2,FXYD2,ATP1B1,ATP1A1,TNNC1,MYL3,MYL4,TNNI3,MYH7,ATP1A2,SLC9A6,TPM1,CACNB1,ACTC1,CACNA2D2,CACNG3,COX6A1,CACNA1S,CACNA2D4,COX6B2,CACNA1C,ATP1A4,CACNA2D1,SLC9A1,CACNG8,CACNB3,CACNA1D,CACNG7,ATP1B3,CACNB4,COX4I2,CACNG1,TPM3,ATP1B4,TPM4,CACNG4,CACNA1F	0.0233149666468457
Porphyrin and chlorophyll metabolism	DOWN	2.0298379546273	5554	17	16579	17	0.00462860066496273	HCCS,FXN,COX10,HMBS,BLVRA,PPOX,HMOX2,BLVRB,CPOX,EARS2,MMAB,FECH,EPRS,UROD,ALAS1,HEPH,UROS,COX15,UGT2B1,ALAD,GUSB,ALAS2,UGT2B36,CP,HMOX1	0.0290573263967105
HIF-1 signaling pathway	UP	1.63035104382531	4343	41	16579	41	0.00534554133531229	TFRC,SERPINE1,HMOX1,CDKN1A,NOS2,AKT3,PFKFB3,EGLN3,PIK3R3,PFKL,ENO2,NOS3,TEK,FLT1,ANGPT4,EDN1,PIK3R1,PRKCB,TLR4,EGFR,HKDC1,IL6,HIF1A,ARNT,IFNGR1,ANGPT2,TIMP1,MAPK3,ENO1,RELA,VEGFA,LTBR,IGF1R,PLCG2,NPPA,MAPK1,PLCG1,CREBBP,VHL,EP300,RPS6KB1,HK3,PIK3CA,PRKCG,IGF1,HK2,TRF,RPS6,CYBB,INS1,INS2,NFKB1,SLC2A1,PDK1,CDKN1B,MKNK2,MAP2K1,EIF4E,PRKCA,IFNG,RPS6KB2,RBX1,ANGPT1,PIK3CB,STAT3,ALDOA,LDHA,PIK3CD,PGK1,INSR,MAP2K2,EGLN1,EIF4EBP1,HK1,PDHB,BCL2,CAMK2D,IL6RA,MTOR,AKT1,ERBB2,NOX1,CAMK2B,CAMK2G,AKT2,ENO3,IFNGR2,MKNK1,CUL2,PDHA1,EIF4E2,CAMK2A,EGLN2,EPO,EGF,PIK3R2	0.0330526947586773
Phospholipase D signaling pathway	UP	1.47922447559311	4873	60	16579	60	0.00541128188527018	PDGFB,F2R,AKT3,GRM5,SHC2,PIK3R3,ADCY2,DGKH,GNA13,CXCR1,RRAS,PIK3R5,CYTH1,ADCY3,PIK3R1,SHC3,EGFR,DGKE,RAPGEF3,LPAR4,NRAS,PLA2G4A,AGTR1A,AGTR1B,ADCY7,AVPR2,RRAS2,CYTH2,CYTH3,SPHK1,MAPK3,PLCB1,LPAR2,LPAR6,SYK,PDGFRB,PIP5K1A,DGKA,PIP5K1C,PLCG2,ADCY4,PDGFD,PTK2B,SOS2,MAPK1,PLCG1,PTGFR,AVP,RAPGEF4,PLCB2,4930544G11RIK,PIK3CA,DNM2,AVPR1A,KRAS,DNM3,ARF6,PIK3CG,PLCB3,DGKD,GRM2,SHC4,SHC1,PTPN11,DGKZ,KITL,FCER1G,CXCR2,DGKI,AGPAT5,ARF1,RALGDS,DNM1,SOS1,INS1,INS2,AGPAT2,RALB,MAP2K1,PLA2G4E,PIK3R6,PRKCA,FYN,CYTH4,LPAR1,AGPAT4,HRAS,PLCB4,GRM4,PLD2,GRM6,ADCY5,ADCY1,PIK3CB,DGKQ,PDGFRA,PIK3CD,PLA2G4C,INSR,KIT,DGKB,MAP2K2,TSC2,GRB2,GNAS,GRM3,MTOR,PLA2G4B,PLA2G4B,AKT1,TSC1,PLD1,PDGFC,AKT2,DGKG,GNA12,GAB1,AGPAT1,RHEB,SPHK2,FCER1A,MS4A2,ADCY9,PDGFA,LPAR5,PLA2G4F,ADCY6,MRAS,ADCY8,AGPAT3,RALA,RAF1,GRM1,EGF,PIP5K1B,PIK3R2,LPAR3,GRM8	0.0330526947586773
Toll-like receptor signaling pathway	UP	1.37407413869817	8286	57	16579	57	0.00663087690327824	TLR2,NFKBIA,MAP3K8,AKT3,PIK3R3,CD14,PIK3R1,CTSK,TLR4,CCL5,LY96,SPP1,IL6,RIPK1,TLR8,MAPK11,TICAM1,IKBKE,CCL4,IFNAR2,MAPK3,IRAK4,IRF5,MAPK13,IKBKB,RELA,CD86,MYD88,TLR6,CCL3,IFNAR1,MAPK1,JUN,PIK3CA,LBP,IRF7,TRAF6,CASP8,CD40,MAP2K3,CXCL9,TBK1,IL12A,MAPK8,CHUK,STAT1,RAC1,NFKB1,IRAK1,CD80,MAP3K7,IKBKG,MAP2K1,MAP2K6,IRF3,FOS,FADD,TNF,IL1B,MAPK12,MAPK14,TICAM2,PIK3CB,MAPK9,TLR9,PIK3CD,MAP2K2,TLR1,MAPK10,TLR3,CXCL10,MAP2K4,TOLLIP,AKT1,MAP2K7,TLR7,TAB1,AKT2,TRAF3,TIRAP,TLR5,TAB2,PIK3R2	0.0399620848037569
beta-Alanine metabolism	DOWN	3.44789259635826	1396	9	16579	9	0.00807956543170185	MLYCD,HIBCH,HADHA,ALDH3A2,ALDH1B1,ACADM,EHHADH,ALDH9A1,ALDH6A1,ALDH2,ECHS1,SMS,ALDH3B1,GAD1,ALDH7A1,ABAT,ALDH3B2,ALDH3A1,UPB1,ALDH1A3,GAD2,SRM,GADL1,CNDP2,CARNS1,DPYD,DPYS,AOC2,AOC3,CNDP1,SMOX	0.0480521523043321
Natural killer cell mediated cytotoxicity	UP	1.67401840579292	8156	70	16579	70	1.04621491470169e-08	ICAM2,LCP2,TNFRSF10B,ICAM1,SHC2,PIK3R3,VAV3,ITGB2,ITGB2L,PIK3R1,PRKCB,FAS,NCR1,SHC3,NRAS,TNFSF10,FCGR4,PRF1,LCK,IFNGR1,IFNAR2,CD247,VAV1,MAPK3,CASP3,PPP3R1,CD244,ZAP70,SYK,PTPN6,KLRD1,BRAF,KLRC1,TYROBP,PLCG2,PTK2B,IFNAR1,SOS2,MAPK1,PLCG1,ITGAL,FASL,PIK3CA,KRAS,SH3BP2,HCST,PRKCG,SHC4,RAC3,SHC1,KLRB1C,PTPN11,PPP3CC,GZMB,VAV2,FCER1G,PPP3R2,PAK1,SOS1,RAC1,NFATC2,PPP3CA,RAC2,NFATC1,MAP2K1,PRKCA,FYN,IFNG,KLRK1,HRAS,TNF,SH2D1B1,SH2D1A,PIK3CB,CD48,LAT,PIK3CD,MAP2K2,GRB2,PPP3CB,IFNGR2,BID,ARAF,RAF1,PIK3R2	5.32284290866156e-07
Th1 and Th2 cell differentiation	UP	1.6965846625214	8083	67	16579	67	1.05985810128217e-08	NFKBIA,DLL4,IL4RA,JAG2,DLL1,PRKCQ,H2-DMB1,H2-DMB2,H2-OA,H2-AB1,RUNX3,RBPJL,H2-DMA,MAPK11,JAK2,LCK,IFNGR1,H2-AA,NOTCH1,CD247,NFKBIE,MAPK3,PPP3R1,MAPK13,ZAP70,JAG1,IKBKB,RELA,CD3E,IL12RB1,GATA3,IL2RG,JAK3,MAPK1,PLCG1,IL2RB,TBX21,IL12RB2,JUN,NOTCH3,H2-EB1,JAK1,RBPJ,PPP3CC,DLL3,MAF,PPP3R2,CD3D,MAML2,IL12A,STAT5B,MAPK8,CHUK,STAT1,STAT5A,NFKB1,NFATC2,NOTCH2,PPP3CA,CD4,CD3G,NFKBIB,NFATC1,IKBKG,IFNG,STAT6,FOS,MAML3,MAML1,MAPK12,MAPK14,MAPK9,TYK2,H2-OB,LAT,NFATC3,MAPK10,PPP3CB,STAT4,IFNGR2,IL2RA	5.32284290866156e-07
